bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf
80,-77.5,21.5,105,-62,1,216.55,1,45,-200,0,0,0,0,0,0,0,0,0,0,179
80,-72.5,21.5,105,-62,1,179,1,55,-200,0,0,0,0,0,0,0,0,0,0,179
80,-90,27.5,130,-75,1,179,1,20,-200,0,0,0,0,0,0,0,0,0,0,179
81,-89.5,30,160,-100,1,179,1,21,-200,0,0,0,0,0,0,0,0,0,0,179
84,160.5,-10.5,154,-175,1,58.99,1,308,13,0,0,0,0,0,0,0,0,0,0,55
85,0,0,18.33,-18.33,1,55,0,3,26,0,0,0,0,0,0,0,0,0,0,55
87,27,9.5,197,-178,1,0.36,1,54,0,0,0,0,0,0,0,0,0,0,0,256
94,35.5,4.5,179,-170,1,18,1,71,0,0,0,0,0,0,0,0,0,0,0,18
95,25,7.5,199,-184,1,22,1,50,0,0,0,0,0,0,0,0,0,0,0,22
102,20,8,182,-166,1,0.24,1,40,0,0,0,0,0,0,0,0,0,0,0,268
109,32.75,3.5,191,-184,1,2,1,65,0.5,0,0,0,0,0,0,0,0,0,0,268
110,183.5,3.5,191,-184,1,15,1,367,0,0,0,0,0,0,0,0,0,0,0,15
114,86.5,6,183,-171,1,1,1,173,0,0,0,0,0,0,0,0,0,0,0,298
119,71,12.5,192,-167,1,0.12,1,142,0,0,0,0,0,0,0,0,0,0,0,283
119,0,0,33.33,-33.33,1,100,0,43,9.72,0,0,0,0,0,0,0,0,0,0,34.44
123,93.5,14,200,-172,1,9,1,187,0,0,0,0,0,0,0,0,0,0,0,264
125,20,14.5,196,-167,1,0.24,1,40,0,0,0,0,0,0,0,0,0,0,0,253
132,0,0,54,-54,1,100,0,107,10.145,0,0,0,0,0,0,0,0,0,0,35.288
133,154.6725,0,202.93,-202.93,1,100,1,279,30.345,0,0,0,0,0,0,0,0,0,0,393.516
135,0,0,65,-65,1,100,0,130,43.445,0,0,0,0,0,0,0,0,0,0,101.886
138,32.1175,0,30,-30,1,100,1,59,5.235,0,0,0,0,0,0,0,0,0,0,33.726
142,0,0,33.33,-33.33,1,100,0,31,5.12,0,0,0,0,0,0,0,0,0,0,25.238
144,0,0,125,-125,1,7,0,249,2.5,0,0,0,0,0,0,0,0,0,0,270
152,47.5,10.5,192,-171,1,41,1,95,0,0,0,0,0,0,0,0,0,0,0,41
153,88,-45,88,-178,1,37.52,1,176,0,0,0,0,0,0,0,0,0,0,0,25
153,97.5,-36,98,-170,1,35,1,195,0,0,0,0,0,0,0,0,0,0,0,35
153,0,0,68,-68,1,25,0,135,0,0,0,0,0,0,0,0,0,0,0,25
157,0,0,321,-321,1,2,0,641,0,0,0,0,0,0,0,0,0,0,0,266
159,0,0,147,-147,1,100,0,293,18.605,0,0,0,0,0,0,0,0,0,0,52.208
160,0,0,33.33,-33.33,1,100,0,57,0,0,0,0,0,0,0,0,0,0,0,274
167,0,0,65,-65,1,100,0,129,6.485,0,0,0,0,0,0,0,0,0,0,27.972
168,0,0,33.33,-33.33,1,100,0,64,5.92,0,0,0,0,0,0,0,0,0,0,26.842
172,57,-1.5,181,-184,1,0.36,1,114,0,0,0,0,0,0,0,0,0,0,0,276
178,49.5,1,185,-183,1,18,1,99,0,0,0,0,0,0,0,0,0,0,0,18
180,0,0,4,-4,1,4,0,8,0,0,0,0,0,0,0,0,0,0,0,277
183,171.25,0,262.8,-262.8,1,253.76,1,275,67.5,0,0,0,0,0,0,0,0,0,0,205
184,0,0,141,-141,1,222,0,282,45,0,0,0,0,0,0,0,0,0,0,222
184,0,0,68.33,-68.33,1,205,0,14,135,0,0,0,0,0,0,0,0,0,0,205
184,166,0,250.8,-250.8,1,232,1,282,50,0,0,0,0,0,0,0,0,0,0,232
185,140.5,0,630,-630,1,268.92,1,236,45,0,0,0,0,0,0,0,0,0,0,250.434
186,0,0,77.33,-77.33,1,232,0,50,100,0,0,0,0,0,0,0,0,0,0,232
186,154.5,0,132,-132,1,268.92,1,264,45,0,0,0,0,0,0,0,0,0,0,250
187,944.465,0,793,-793,1,100,1,1585,303.93,0,0,0,0,0,0,0,0,0,0,1241.4449
199,152,0,130,-130,1,222,1,259,45,0,0,0,0,0,0,0,0,0,0,222
205,59.52,11,193,-171,1,4,1,118,1.04,0,0,0,0,0,0,0,0,0,0,297
205,0,0,37,-37,1,100,0,73,6.655,0,0,0,0,0,0,0,0,0,0,28.315
206,0,0,73,-73,1,100,0,146,9.86,0,0,0,0,0,0,0,0,0,0,34.719
210,40.625,13,194,-168,1,6,1,80,1.25,0,0,0,0,0,0,0,0,0,0,258
222,44,7.5,192,-177,1,26,1,88,0,0,0,0,0,0,0,0,0,0,0,26
222,0,0,76,-76,1,100,0,151,0.135,0,0,0,0,0,0,0,0,0,0,273
226,108.5,13.5,198,-171,1,2,1,217,0,0,0,0,0,0,0,0,0,0,0,261
227,62.5,8,188,-172,1,50,1,125,0,0,0,0,0,0,0,0,0,0,0,50
230,69,-2,179,-183,1,108.13,1,138,0,0,0,0,0,0,0,0,0,0,0,254
237,0,0,65,-65,1,71.2,0,130,0,0,0,0,0,0,0,0,0,0,0,45.15
237,0,0,124,-124,1,71.2,0,248,0,0,0,0,0,0,0,0,0,0,0,45.15
248,0,0,45,-45,1,100,0,90,4.175,0,0,0,0,0,0,0,0,0,0,298
271,80.14,0,76,-76,1,100,1,152,8.28,0,0,0,0,0,0,0,0,0,0,50.412
275,101.96,0,80,-80,1,100,1,159,44.92,0,0,0,0,0,0,0,0,0,0,146.284
278,46.9375,0,45,-45,1,100,1,89,4.875,0,0,0,0,0,0,0,0,0,0,26.697
280,0,0,42,-42,1,71.2,0,84,0,0,0,0,0,0,0,0,0,0,0,45.15
280,0,0,195,-195,1,71.2,0,389,0,0,0,0,0,0,0,0,0,0,0,45.15
281,66.325,68,198,-62,1,100,1,123,9.65,0,0,0,0,0,0,0,0,0,0,64.187
296,365.0825,0,282,-282,1,600,1,563,167.165,0,0,0,0,0,0,0,0,0,0,825.299
296,282.285,0,197,-197,1,600,1,393,171.57,0,0,0,0,0,0,0,0,0,0,846.641
309,0,0,129,-129,1,130,0,258,14.25,0,0,0,0,0,0,0,0,0,0,158.49
309,0,0,135,-135,1,130,0,270,14.25,0,0,0,0,0,0,0,0,0,0,156.39
315,0,0,61,-61,1,71.2,0,122,0,0,0,0,0,0,0,0,0,0,0,45.15
315,0,0,69,-69,1,71.2,0,138,0,0,0,0,0,0,0,0,0,0,0,45.15
326,86.5,49.5,180,-81,1,100,1,162,11,0,0,0,0,0,0,0,0,0,0,41.398
352,0,0,42,-42,1,57,0,83,25.65,0,0,0,0,0,0,0,0,0,0,66.3
352,0,0,70,-70,1,57,0,140,24.7,0,0,0,0,0,0,0,0,0,0,64.4
353,0,0,42,-42,1,100,0,83,5.33,0,0,0,0,0,0,0,0,0,0,25.66
355,0,0,72,-72,1,23,0,143,8.55,0,0,0,0,0,0,0,0,0,0,32.1
355,0,0,59,-59,1,23,0,118,8.55,0,0,0,0,0,0,0,0,0,0,32.1
356,0,0,51.33,-51.33,1,154,0,101,0,0,0,0,0,0,0,0,0,0,0,267
359,0,0,122,-122,1,23,0,243,9.025,0,0,0,0,0,0,0,0,0,0,33.05
359,0,0,13,-13,1,23,0,25,8.55,0,0,0,0,0,0,0,0,0,0,32.1
361,46,9.5,199,-180,1,100,1,92,0,0,0,0,0,0,0,0,0,0,0,280
361,16.1875,91.5,198,-15,1,71,1,30,2.375,0,0,0,0,0,0,0,0,0,0,19.75
361,0,0,177,-177,1,4,0,353,0.57,0,0,0,0,0,0,0,0,0,0,264
362,149.7075,31.5,197,-134,1,100,1,267,32.415,0,0,0,0,0,0,0,0,0,0,92.796
364,0,0,31,-31,1,57,0,62,25.65,0,0,0,0,0,0,0,0,0,0,66.3
364,0,0,19,-19,1,57,0,2,46.55,0,0,0,0,0,0,0,0,0,0,61.55
365,0,0,84,-84,1,100,0,167,0.71,0,0,0,0,0,0,0,0,0,0,251
365,104.2825,46,195,-103,1,100,1,206,2.565,0,0,0,0,0,0,0,0,0,0,273
366,253.3175,0,221,-221,1,100,1,441,65.635,0,0,0,0,0,0,0,0,0,0,196.904
368,118.0425,48,199,-103,1,100,1,206,30.085,0,0,0,0,0,0,0,0,0,0,87.208
369,0,0,197,-197,1,30,0,394,11.4,0,0,0,0,0,0,0,0,0,0,37.8
369,0,0,57,-57,1,30,0,113,11.4,0,0,0,0,0,0,0,0,0,0,37.8
371,0,0,57,-57,1,23,0,113,8.55,0,0,0,0,0,0,0,0,0,0,32.1
371,0,0,9,-9,1,23,0,17,8.55,0,0,0,0,0,0,0,0,0,0,32.1
375,0,0,33.33,-33.33,1,100,0,34,124.83,0,0,0,0,0,0,0,0,0,0,139.826
382,0,0,46.67,-46.67,1,140,0,10,0,0,0,0,0,0,0,0,0,0,0,281
385,103.7225,0,97,-97,1,100,1,194,13.445,0,0,0,0,0,0,0,0,0,0,47.263
388,0,0,16,-16,1,30,0,31,10.45,0,0,0,0,0,0,0,0,0,0,35.9
388,0,0,10,-10,1,30,0,5,21.85,0,0,0,0,0,0,0,0,0,0,36.85
390,459.285,0,343,-343,1,100,1,686,232.57,0,0,0,0,0,0,0,0,0,0,697.71
395,533.1025,0,480,-480,1,100,1,959,107.205,0,0,0,0,0,0,0,0,0,0,321.615
398,0,0,35,-35,1,23,0,70,8.55,0,0,0,0,0,0,0,0,0,0,32.1
398,0,0,7.67,-7.67,1,23,0,1,18.05,0,0,0,0,0,0,0,0,0,0,33.05
400,0,0,66.67,-66.67,1,200,0,102,70.3,0,0,0,0,0,0,0,0,0,0,155.4
401,0,0,96,-96,1,154,0,191,0,0,0,0,0,0,0,0,0,0,0,271
407,0,0,50,-50,1,150,0,67,242.25,0,0,0,0,0,0,0,0,0,0,294
411,90,9,190,-172,1,100,1,180,0,0,0,0,0,0,0,0,0,0,0,286
414,416.86,0,345,-345,1,100,1,690,143.72,0,0,0,0,0,0,0,0,0,0,431.167
422,96.4225,0,134.4,-134.4,1,100,1,175,17.845,0,0,0,0,0,0,0,0,0,0,65.268
423,126,0,109,-109,1,163.45,1,217,35,0,0,0,0,0,0,0,0,0,0,143.75
424,157.5,0,140,-140,1,148.19,1,280,35,0,0,0,0,0,0,0,0,0,0,143.75
424,0,0,33.33,-33.33,1,100,0,10,6.55,0,0,0,0,0,0,0,0,0,0,28.104
440,321,0,313,-313,1,147.7,1,626,16,0,0,0,0,0,0,0,0,0,0,137.5
441,0,0,37.67,-37.67,1,113,0,3,32,0,0,0,0,0,0,0,0,0,0,113
445,0,0,45,-45,1,135,0,29,17.5,0,0,0,0,0,0,0,0,0,0,135
455,0,0,20,-20,1,25,0,39,5,0,0,0,0,0,0,0,0,0,0,25
455,0,0,68,-68,1,25,0,135,5,0,0,0,0,0,0,0,0,0,0,25
455,38.5,5.5,179,-168,1,30,1,72,5,0,0,0,0,0,0,0,0,0,0,31.25
455,155,5,192,-182,1,25,1,305,5,0,0,0,0,0,0,0,0,0,0,25
457,0,0,115,-115,1,100,0,230,1.2,0,0,0,0,0,0,0,0,0,0,259
458,0,0,57,-57,1,50,0,114,5,0,0,0,0,0,0,0,0,0,0,50
475,104.5,0,87,-87,1,120,1,174,35,0,0,0,0,0,0,0,0,0,0,120
475,71.5825,8,73,-57,1,120,1,114,29.165,0,0,0,0,0,0,0,0,0,0,120
476,136.53,0,112,-112,1,144,1,223,50.06,0,0,0,0,0,0,0,0,0,0,254.988
476,0,0,127,-127,1,110,0,254,39.5,0,0,0,0,0,0,0,0,0,0,110
480,0,0,33.33,-33.33,1,100,0,2,47.47,0,0,0,0,0,0,0,0,0,0,62.466
483,0,0,88,-88,1,100,0,175,4.135,0,0,0,0,0,0,0,0,0,0,259
514,132.16,0,132,-132,1,100,1,263,1.32,0,0,0,0,0,0,0,0,0,0,79.663
545,0,0,123.33,-123.33,1,370,0,232,120,0,0,0,0,0,0,0,0,0,0,370
545,0,0,123.33,-123.33,1,370,0,108,240,0,0,0,0,0,0,0,0,0,0,370
545,800,0,740,-740,1,449.45,1,1480,120,0,0,0,0,0,0,0,0,0,0,431.25
546,268.5,0,209,-209,1,455.56,1,417,120,0,0,0,0,0,0,0,0,0,0,462.5
546,284,0,224,-224,1,397.31,1,448,120,0,0,0,0,0,0,0,0,0,0,370
547,497.445,0,409,-409,1,616.84,1,818,176.89,0,0,0,0,0,0,0,0,0,0,1090.993
547,359.945,0,272,-272,1,616.84,1,543,176.89,0,0,0,0,0,0,0,0,0,0,1090.993
547,522.945,0,435,-435,1,616.84,1,869,176.89,0,0,0,0,0,0,0,0,0,0,1090.993
548,525.5,0,466,-466,1,451.84,1,931,120,0,0,0,0,0,0,0,0,0,0,462.5
548,279.5,0,220,-220,1,416.51,1,439,120,0,0,0,0,0,0,0,0,0,0,425
548,289.5,0,230,-230,1,416.51,1,459,120,0,0,0,0,0,0,0,0,0,0,425
557,136.975,0,260.4,-260.4,1,100,1,232,41.95,0,0,0,0,0,0,0,0,0,0,156.952
560,488.9175,0,466,-466,1,166.81,1,932,45.835,0,0,0,0,0,0,0,0,0,0,137.5
560,0,0,40,-40,1,120,0,52,50,0,0,0,0,0,0,0,0,0,0,120
570,405,0,345,-345,1,477.9,1,690,120,0,0,0,0,0,0,0,0,0,0,437.5
574,48,0,179,-179,1,30,1,96,0,0,0,0,0,0,0,0,0,0,0,30
580,43.5,-2,178,-182,1,0.43,1,87,0,0,0,0,0,0,0,0,0,0,0,261
