bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf
128,0,0,33.33,-33.33,1,100,0,315.13,300.13,0,0,0,0,0,0,0,0,0,0,315.13
129,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
130,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
131,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
132,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
133,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
134,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
136,60.435,0,16.78,-16.78,1,100,1,100,20.87,0,0,0,0,0,0,0,0,0,0,100
142,129.5,0,86.64,-86.64,1,100,1,259,0,0,0,0,0,0,0,0,0,0,0,259
143,710.92,0,500,-500,1,100,1,835.31,586.53,0,0,0,0,0,0,0,0,0,0,835.31
146,0,0,33.33,-33.33,1,100,0,253.15,238.15,0,0,0,0,0,0,0,0,0,0,253.152
150,0,0,33.33,-33.33,1,100,0,158.58,143.58,0,0,0,0,0,0,0,0,0,0,158.58
151,24.97,0,500,-500,1,100,1,49.37,0.57,0,0,0,0,0,0,0,0,0,0,49.372
153,350,0,86.91,-86.91,1,600,1,600,100,0,0,0,0,0,0,0,0,0,0,600
157,350,0,86.91,-86.91,1,600,1,600,100,0,0,0,0,0,0,0,0,0,0,600
163,62.95,0,24.04,-24.04,1,100,1,100,25.9,0,0,0,0,0,0,0,0,0,0,100
165,57.115,0,22.31,-22.31,1,100,1,100,14.23,0,0,0,0,0,0,0,0,0,0,100
166,500,0,122.95,-122.95,1,800,1,800,200,0,0,0,0,0,0,0,0,0,0,800
167,500,0,122.95,-122.95,1,800,1,800,200,0,0,0,0,0,0,0,0,0,0,800
168,500,0,122.95,-122.95,1,800,1,800,200,0,0,0,0,0,0,0,0,0,0,800
169,500,0,122.95,-122.95,1,800,1,800,200,0,0,0,0,0,0,0,0,0,0,800
176,450,0,121.64,-121.64,1,700,1,700,200,0,0,0,0,0,0,0,0,0,0,700
179,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
180,128.04,0,28.32,-28.32,1,200,1,200,56.08,0,0,0,0,0,0,0,0,0,0,200
182,350,0,86.91,-86.91,1,600,1,600,100,0,0,0,0,0,0,0,0,0,0,600
185,53.59,0,15.59,-15.59,1,100,1,100,7.18,0,0,0,0,0,0,0,0,0,0,100
187,450,0,121.64,-121.64,1,700,1,700,200,0,0,0,0,0,0,0,0,0,0,700
188,450,0,121.64,-121.64,1,700,1,700,200,0,0,0,0,0,0,0,0,0,0,700
189,450,0,121.64,-121.64,1,700,1,700,200,0,0,0,0,0,0,0,0,0,0,700
194,144,0,75.98,-75.98,1,100,1,288,0,0,0,0,0,0,0,0,0,0,0,288
202,0,0,33.33,-33.33,1,100,0,74.68,59.68,0,0,0,0,0,0,0,0,0,0,74.677
204,350,0,86.91,-86.91,1,600,1,600,100,0,0,0,0,0,0,0,0,0,0,600
210,56.3,0,18.22,-18.22,1,100,1,100,12.6,0,0,0,0,0,0,0,0,0,0,100
213,56.8,0,19.22,-19.22,1,100,1,100,13.6,0,0,0,0,0,0,0,0,0,0,100
216,309.775,0,500,-500,1,100,1,371.73,247.82,0,0,0,0,0,0,0,0,0,0,371.734
224,56.795,0,22.36,-22.36,1,100,1,100,13.59,0,0,0,0,0,0,0,0,0,0,100
227,132,0,440.92,-440.92,1,100,1,264,0,0,0,0,0,0,0,0,0,0,0,264
227,322.3,0,500,-500,1,100,1,386.76,257.84,0,0,0,0,0,0,0,0,0,0,386.761
229,124.955,0,25.66,-25.66,1,200,1,200,49.91,0,0,0,0,0,0,0,0,0,0,200
230,59.125,0,24.93,-24.93,1,100,1,100,18.25,0,0,0,0,0,0,0,0,0,0,100
232,57.455,0,22.3,-22.3,1,100,1,100,14.91,0,0,0,0,0,0,0,0,0,0,100
237,199.31,0,16.42,-16.42,1,300,1,300,98.62,0,0,0,0,0,0,0,0,0,0,300
238,57.625,0,22.17,-22.17,1,100,1,100,15.25,0,0,0,0,0,0,0,0,0,0,100
239,500,96.235,195,-2.53,1,800,1,800,200,0,0,0,0,0,0,0,0,0,0,800
242,45.44,0,500,-500,1,100,1,59.84,31.04,0,0,0,0,0,0,0,0,0,0,59.838
244,0,0,33.33,-33.33,1,100,0,400.96,385.96,0,0,0,0,0,0,0,0,0,0,400.964
247,13.49,0,500,-500,1,100,1,26.39,0.59,0,0,0,0,0,0,0,0,0,0,26.389
248,337.55,0,500,-500,1,100,1,405.06,270.04,0,0,0,0,0,0,0,0,0,0,405.056
255,59.125,0,24.93,-24.93,1,100,1,100,18.25,0,0,0,0,0,0,0,0,0,0,100
256,124.955,0,25.66,-25.66,1,200,1,200,49.91,0,0,0,0,0,0,0,0,0,0,200
258,57.455,0,22.3,-22.3,1,100,1,100,14.91,0,0,0,0,0,0,0,0,0,0,100
261,124.955,0,25.66,-25.66,1,200,1,200,49.91,0,0,0,0,0,0,0,0,0,0,200
269,56.795,0,22.36,-22.36,1,100,1,100,13.59,0,0,0,0,0,0,0,0,0,0,100
270,500,95.235,193,-2.53,1,800,1,800,200,0,0,0,0,0,0,0,0,0,0,800
273,57.625,0,22.17,-22.17,1,100,1,100,15.25,0,0,0,0,0,0,0,0,0,0,100
279,60.45,0,34.68,-34.68,1,100,1,100,20.9,0,0,0,0,0,0,0,0,0,0,100
280,58.405,0,36.4,-36.4,1,100,1,100,16.81,0,0,0,0,0,0,0,0,0,0,100
284,291.705,0,500,-500,1,100,1,391.25,192.16,0,0,0,0,0,0,0,0,0,0,391.254
289,57.425,0,21.85,-21.85,1,100,1,100,14.85,0,0,0,0,0,0,0,0,0,0,100
292,57.425,0,48.87,-48.87,1,100,1,100,14.85,0,0,0,0,0,0,0,0,0,0,100
293,57.425,0,48.87,-48.87,1,100,1,100,14.85,0,0,0,0,0,0,0,0,0,0,100
295,60.45,0,34.68,-34.68,1,100,1,100,20.9,0,0,0,0,0,0,0,0,0,0,100
300,58.935,0,29.48,-29.48,1,100,1,100,17.87,0,0,0,0,0,0,0,0,0,0,100
301,58.935,0,29.48,-29.48,1,100,1,100,17.87,0,0,0,0,0,0,0,0,0,0,100
302,139,0,204.62,-204.62,1,100,1,278,0,0,0,0,0,0,0,0,0,0,0,278
302,1355.925,0,500,-500,1,100,1,1627.11,1084.74,0,0,0,0,0,0,0,0,0,0,1627.1121
303,57.485,0,56.99,-56.99,1,100,1,100,14.97,0,0,0,0,0,0,0,0,0,0,100
306,56.175,0,43.22,-43.22,1,100,1,100,12.35,0,0,0,0,0,0,0,0,0,0,100
307,56.175,0,43.22,-43.22,1,100,1,100,12.35,0,0,0,0,0,0,0,0,0,0,100
308,56.79,0,20.9,-20.9,1,100,1,100,13.58,0,0,0,0,0,0,0,0,0,0,100
313,56.175,0,43.22,-43.22,1,100,1,100,12.35,0,0,0,0,0,0,0,0,0,0,100
314,0,0,33.33,-33.33,1,100,0,82.53,67.53,0,0,0,0,0,0,0,0,0,0,82.526
317,58.935,0,29.48,-29.48,1,100,1,100,17.87,0,0,0,0,0,0,0,0,0,0,100
318,58.935,0,29.48,-29.48,1,100,1,100,17.87,0,0,0,0,0,0,0,0,0,0,100
322,57.485,0,56.99,-56.99,1,100,1,100,14.97,0,0,0,0,0,0,0,0,0,0,100
323,57.485,0,56.99,-56.99,1,100,1,100,14.97,0,0,0,0,0,0,0,0,0,0,100
324,57.425,0,21.85,-21.85,1,100,1,100,14.85,0,0,0,0,0,0,0,0,0,0,100
325,57.425,0,21.85,-21.85,1,100,1,100,14.85,0,0,0,0,0,0,0,0,0,0,100
326,56.79,0,20.9,-20.9,1,100,1,100,13.58,0,0,0,0,0,0,0,0,0,0,100
327,56.79,0,20.9,-20.9,1,100,1,100,13.58,0,0,0,0,0,0,0,0,0,0,100
328,57.425,0,21.85,-21.85,1,100,1,100,14.85,0,0,0,0,0,0,0,0,0,0,100
334,18.9,0,27.22,-27.22,1,100,1,37.8,0,0,0,0,0,0,0,0,0,0,0,37.8
335,43.845,0,500,-500,1,100,1,54.65,33.04,0,0,0,0,0,0,0,0,0,0,54.645
336,43.845,0,500,-500,1,100,1,54.65,33.04,0,0,0,0,0,0,0,0,0,0,54.645
339,0,0,33.33,-33.33,1,100,0,32.91,17.91,0,0,0,0,0,0,0,0,0,0,32.912
343,17.905,0,25.78,-25.78,1,100,1,35.81,0,0,0,0,0,0,0,0,0,0,0,35.812
345,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
347,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
349,31.05,0,44.71,-44.71,1,100,1,62.1,0,0,0,0,0,0,0,0,0,0,0,62.1
351,21.565,0,31.05,-31.05,1,100,1,43.13,0,0,0,0,0,0,0,0,0,0,0,43.125
352,21.565,0,31.05,-31.05,1,100,1,43.13,0,0,0,0,0,0,0,0,0,0,0,43.125
354,24.94,0,500,-500,1,100,1,39.69,10.19,0,0,0,0,0,0,0,0,0,0,39.69
356,34.69,0,49.95,-49.95,1,100,1,69.38,0,0,0,0,0,0,0,0,0,0,0,69.375
360,9.375,0,13.5,-13.5,1,100,1,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75
361,9.375,0,13.5,-13.5,1,100,1,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75
362,9.375,0,13.5,-13.5,1,100,1,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75
365,0,0,33.33,-33.33,1,100,0,43.67,28.67,0,0,0,0,0,0,0,0,0,0,43.668
367,43.675,0,63.18,-63.18,1,100,1,87.35,0,0,0,0,0,0,0,0,0,0,0,87.345
369,16.925,0,24.37,-24.37,1,100,1,33.85,0,0,0,0,0,0,0,0,0,0,0,33.85
370,0,0,33.33,-33.33,1,100,0,40.14,25.14,0,0,0,0,0,0,0,0,0,0,40.138
374,0,0,33.33,-33.33,1,100,0,26.22,11.22,0,0,0,0,0,0,0,0,0,0,26.224
375,0,0,33.33,-33.33,1,100,0,269,8.5,0,0,0,0,0,0,0,0,0,0,269
376,0,0,33.33,-33.33,1,100,0,34.71,19.71,0,0,0,0,0,0,0,0,0,0,34.714
377,0,0,33.33,-33.33,1,100,0,87.2,72.2,0,0,0,0,0,0,0,0,0,0,87.2
382,21.885,0,500,-500,1,100,1,42.77,1,0,0,0,0,0,0,0,0,0,0,42.766
383,34.08,0,500,-500,1,100,1,49.67,18.49,0,0,0,0,0,0,0,0,0,0,49.675
388,51.175,0,500,-500,1,100,1,95.57,6.78,0,0,0,0,0,0,0,0,0,0,95.575
412,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
417,32.01,0,500,-500,1,100,1,41.74,22.28,0,0,0,0,0,0,0,0,0,0,41.739
421,14.065,0,20.25,-20.25,1,100,1,28.13,0,0,0,0,0,0,0,0,0,0,0,28.125
422,24.46,0,500,-500,1,100,1,33.5,15.42,0,0,0,0,0,0,0,0,0,0,33.499
438,41.25,0,59.4,-59.4,1,100,1,82.5,0,0,0,0,0,0,0,0,0,0,0,82.5
444,0,0,33.33,-33.33,1,100,0,261,0.96,0,0,0,0,0,0,0,0,0,0,261
445,0,0,33.33,-33.33,1,100,0,88.57,73.57,0,0,0,0,0,0,0,0,0,0,88.567
446,64.39,91.28,188,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
447,64.39,95.78,197,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
448,64.39,86.28,178,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
449,0,0,33.33,-33.33,1,100,0,88.88,73.87,0,0,0,0,0,0,0,0,0,0,88.875
452,193.835,0,32.63,-32.63,1,300,1,300,87.67,0,0,0,0,0,0,0,0,0,0,300
458,55.505,0,500,-500,1,100,1,108.04,2.97,0,0,0,0,0,0,0,0,0,0,108.038
460,130,0,169.4,-169.4,1,100,1,260,0,0,0,0,0,0,0,0,0,0,0,260
467,64.39,96.28,198,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
468,64.39,92.28,190,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
469,64.39,92.28,190,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
470,64.39,84.78,175,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
471,64.39,84.78,175,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
472,64.39,94.78,195,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
473,64.39,90.78,187,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
476,60.31,87.48,184,-9.04,1,100,1,100,20.62,0,0,0,0,0,0,0,0,0,0,100
477,55.425,0,26.98,-26.98,1,100,1,100,10.85,0,0,0,0,0,0,0,0,0,0,100
478,60.31,87.48,184,-9.04,1,100,1,100,20.62,0,0,0,0,0,0,0,0,0,0,100
484,139.5,0,189.9,-189.9,1,100,1,279,0,0,0,0,0,0,0,0,0,0,0,279
484,0,0,33.33,-33.33,1,100,0,256.22,241.22,0,0,0,0,0,0,0,0,0,0,256.221
492,131.5,0,101.08,-101.08,1,100,1,263,0,0,0,0,0,0,0,0,0,0,0,263
503,141.5,0,127.5,-127.5,1,100,1,283,0,0,0,0,0,0,0,0,0,0,0,283
505,64.39,90.28,186,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
506,64.39,85.28,176,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
507,64.39,95.78,197,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
508,64.39,87.28,180,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
509,64.39,87.28,180,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
510,64.39,86.28,178,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
511,64.39,86.28,178,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
514,64.39,94.28,194,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
515,64.39,88.78,183,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
516,63.655,6,188,-176,1,100,1,100,27.31,0,0,0,0,0,0,0,0,0,0,100
517,63.655,4.5,189,-180,1,100,1,100,27.31,0,0,0,0,0,0,0,0,0,0,100
518,63.655,15.5,198,-167,1,100,1,100,27.31,0,0,0,0,0,0,0,0,0,0,100
520,57.9,0,20.46,-20.46,1,100,1,100,15.8,0,0,0,0,0,0,0,0,0,0,100
521,57.9,0,20.46,-20.46,1,100,1,100,15.8,0,0,0,0,0,0,0,0,0,0,100
522,117.485,86.045,175,-2.91,1,200,1,200,34.97,0,0,0,0,0,0,0,0,0,0,200
523,117.485,93.545,190,-2.91,1,200,1,200,34.97,0,0,0,0,0,0,0,0,0,0,200
524,117.485,93.545,190,-2.91,1,200,1,200,34.97,0,0,0,0,0,0,0,0,0,0,200
525,64.39,86.78,179,-5.44,1,100,1,100,28.78,0,0,0,0,0,0,0,0,0,0,100
527,138,0,89.92,-89.92,1,100,1,276,0,0,0,0,0,0,0,0,0,0,0,276
527,191.38,0,500,-500,1,100,1,240.2,142.56,0,0,0,0,0,0,0,0,0,0,240.197
534,114.54,0,500,-500,1,100,1,211.64,17.44,0,0,0,0,0,0,0,0,0,0,211.644
536,44.115,0,500,-500,1,100,1,86.35,1.88,0,0,0,0,0,0,0,0,0,0,86.354
541,130,-16.555,132.44,-165.55,1,100,1,260,0,0,0,0,0,0,0,0,0,0,0,260
562,0,0,33.33,-33.33,1,100,0,160.76,145.76,0,0,0,0,0,0,0,0,0,0,160.761
564,55.595,0,60.05,-60.05,1,100,1,100,11.19,0,0,0,0,0,0,0,0,0,0,100
567,278.115,0,40.29,-40.29,1,400,1,415,141.23,0,0,0,0,0,0,0,0,0,0,415
578,0,0,33.33,-33.33,1,100,0,200.76,185.77,0,0,0,0,0,0,0,0,0,0,200.765
579,128.5,0,60.96,-60.96,1,100,1,257,0,0,0,0,0,0,0,0,0,0,0,257
581,137,8.915,89.15,-71.32,1,100,1,274,0,0,0,0,0,0,0,0,0,0,0,274
589,27.77,0,500,-500,1,100,1,41.8,13.74,0,0,0,0,0,0,0,0,0,0,41.796
590,140,0,77.68,-77.68,1,100,1,280,0,0,0,0,0,0,0,0,0,0,0,280
590,0,0,33.33,-33.33,1,100,0,96.24,81.24,0,0,0,0,0,0,0,0,0,0,96.242
592,921.475,0,500,-500,1,100,1,1105.77,737.18,0,0,0,0,0,0,0,0,0,0,1105.772
594,55.595,0,60.05,-60.05,1,100,1,100,11.19,0,0,0,0,0,0,0,0,0,0,100
595,27.575,0,500,-500,1,100,1,41.89,13.26,0,0,0,0,0,0,0,0,0,0,41.894
603,134,14.97,149.7,-119.76,1,100,1,268,0,0,0,0,0,0,0,0,0,0,0,268
606,250,0,40.06,-40.06,1,400,1,400,100,0,0,0,0,0,0,0,0,0,0,400
610,20.23,0,500,-500,1,100,1,28.91,11.55,0,0,0,0,0,0,0,0,0,0,28.906
613,250,0,40.06,-40.06,1,400,1,400,100,0,0,0,0,0,0,0,0,0,0,400
617,55.595,0,60.05,-60.05,1,100,1,100,11.19,0,0,0,0,0,0,0,0,0,0,100
618,26.5,0,500,-500,1,100,1,42.05,10.95,0,0,0,0,0,0,0,0,0,0,42.049
620,141,0,214.58,-214.58,1,100,1,282,0,0,0,0,0,0,0,0,0,0,0,282
620,398.7,0,500,-500,1,100,1,486.99,310.41,0,0,0,0,0,0,0,0,0,0,486.987
621,52.665,0,11.03,-11.03,1,100,1,100,5.33,0,0,0,0,0,0,0,0,0,0,100
622,50.665,91.185,183,-0.63,1,100,1,100,1.33,0,0,0,0,0,0,0,0,0,0,100
623,60.2,88.355,180,-3.29,1,100,1,100,20.4,0,0,0,0,0,0,0,0,0,0,100
625,51.665,96.325,197,-4.35,1,100,1,100,3.33,0,0,0,0,0,0,0,0,0,0,100
626,50.665,94.185,189,-0.63,1,100,1,100,1.33,0,0,0,0,0,0,0,0,0,0,100
636,57.68,93.68,191,-3.64,1,100,1,100,15.36,0,0,0,0,0,0,0,0,0,0,100
637,28.975,0,32.96,-32.96,1,100,1,100,-42.05,0,0,0,0,0,0,0,0,0,0,100
639,54.2,0,13.45,-13.45,1,100,1,100,8.4,0,0,0,0,0,0,0,0,0,0,100
642,250,89.52,180,-0.96,1,400,1,400,100,0,0,0,0,0,0,0,0,0,0,400
644,55.245,86.41,176,-3.18,1,100,1,100,10.49,0,0,0,0,0,0,0,0,0,0,100
648,51.665,87.825,180,-4.35,1,100,1,100,3.33,0,0,0,0,0,0,0,0,0,0,100
649,250,0,13.22,-13.22,1,400,1,400,100,0,0,0,0,0,0,0,0,0,0,400
652,60.2,93.855,191,-3.29,1,100,1,100,20.4,0,0,0,0,0,0,0,0,0,0,100
653,52.775,91.37,184,-1.26,1,100,1,100,5.55,0,0,0,0,0,0,0,0,0,0,100
654,0,0,33.33,-33.33,1,100,0,45.36,30.36,0,0,0,0,0,0,0,0,0,0,45.361
655,58.535,91.21,184,-1.58,1,100,1,100,17.07,0,0,0,0,0,0,0,0,0,0,100
658,195,93.9,194,-6.2,1,300,1,300,90,0,0,0,0,0,0,0,0,0,0,300
659,318.36,0,500,-500,1,100,1,373.66,263.06,0,0,0,0,0,0,0,0,0,0,373.665
663,50.665,88.69,178,-0.62,1,100,1,100,1.33,0,0,0,0,0,0,0,0,0,0,100
665,61.005,0,500,-500,1,100,1,109.21,12.8,0,0,0,0,0,0,0,0,0,0,109.215
668,37.675,0,500,-500,1,100,1,70.04,5.31,0,0,0,0,0,0,0,0,0,0,70.043
669,57.735,90.39,183,-2.22,1,100,1,100,15.47,0,0,0,0,0,0,0,0,0,0,100
673,250,88.045,186,-9.91,1,400,1,400,100,0,0,0,0,0,0,0,0,0,0,400
674,58.535,88.21,178,-1.58,1,100,1,100,17.07,0,0,0,0,0,0,0,0,0,0,100
678,149,0,124.98,-124.98,1,100,1,298,0,0,0,0,0,0,0,0,0,0,0,298
678,0,0,33.33,-33.33,1,100,0,91.31,76.31,0,0,0,0,0,0,0,0,0,0,91.31
679,195,90.4,187,-6.2,1,300,1,300,90,0,0,0,0,0,0,0,0,0,0,300
681,140.5,0,183.32,-183.32,1,100,1,281,0,0,0,0,0,0,0,0,0,0,0,281
682,57.68,93.68,191,-3.64,1,100,1,100,15.36,0,0,0,0,0,0,0,0,0,0,100
686,13.5,0,500,-500,1,100,1,25.13,1.87,0,0,0,0,0,0,0,0,0,0,25.13
687,52.665,0,11.03,-11.03,1,100,1,100,5.33,0,0,0,0,0,0,0,0,0,0,100
693,142,0,74.04,-74.04,1,100,1,284,0,0,0,0,0,0,0,0,0,0,0,284
695,250,97.005,196,-1.99,1,400,1,400,100,0,0,0,0,0,0,0,0,0,0,400
696,57.735,98.385,199,-2.23,1,100,1,100,15.47,0,0,0,0,0,0,0,0,0,0,100
699,55.835,97.56,198,-2.88,1,100,1,100,11.67,0,0,0,0,0,0,0,0,0,0,100
701,56.165,92.585,186,-0.83,1,100,1,100,12.33,0,0,0,0,0,0,0,0,0,0,100
703,56.165,91.585,184,-0.83,1,100,1,100,12.33,0,0,0,0,0,0,0,0,0,0,100
706,250,86.505,175,-1.99,1,400,1,400,100,0,0,0,0,0,0,0,0,0,0,400
710,226.59,0,500,-500,1,100,1,351.28,101.9,0,0,0,0,0,0,0,0,0,0,351.28
714,126.5,0,74.78,-74.78,1,100,1,253,0,0,0,0,0,0,0,0,0,0,0,253
715,0,0,33.33,-33.33,1,100,0,231.51,216.51,0,0,0,0,0,0,0,0,0,0,231.512
722,51.665,90.325,185,-4.35,1,100,1,100,3.33,0,0,0,0,0,0,0,0,0,0,100
725,69.265,0,500,-500,1,100,1,82.44,56.09,0,0,0,0,0,0,0,0,0,0,82.44
727,195,87.4,181,-6.2,1,300,1,300,90,0,0,0,0,0,0,0,0,0,0,300
737,55.245,97.91,199,-3.18,1,100,1,100,10.49,0,0,0,0,0,0,0,0,0,0,100
739,195,90.4,187,-6.2,1,300,1,300,90,0,0,0,0,0,0,0,0,0,0,300
740,130,0,70.56,-70.56,1,100,1,260,0,0,0,0,0,0,0,0,0,0,0,260
743,57.68,92.68,189,-3.64,1,100,1,100,15.36,0,0,0,0,0,0,0,0,0,0,100
754,140.5,0,68.52,-68.52,1,100,1,281,0,0,0,0,0,0,0,0,0,0,0,281
754,0,0,33.33,-33.33,1,100,0,119.31,104.31,0,0,0,0,0,0,0,0,0,0,119.308
756,129,0,298.28,-298.28,1,100,1,258,0,0,0,0,0,0,0,0,0,0,0,258
766,58.27,0,42.83,-42.83,1,100,1,100,16.54,0,0,0,0,0,0,0,0,0,0,100
771,931.36,0,173.14,-173.14,1,1900,1,1099.31,763.41,0,0,0,0,0,0,0,0,0,0,1099.306
782,58.27,0,42.83,-42.83,1,100,1,100,16.54,0,0,0,0,0,0,0,0,0,0,100
783,56.5,0,55.42,-55.42,1,100,1,100,13,0,0,0,0,0,0,0,0,0,0,100
784,56.5,0,55.42,-55.42,1,100,1,100,13,0,0,0,0,0,0,0,0,0,0,100
788,863.215,0,173.14,-173.14,1,1900,1,1126.43,600,0,0,0,0,0,0,0,0,0,0,1126.428
791,142.5,0,67.22,-67.22,1,100,1,285,0,0,0,0,0,0,0,0,0,0,0,285
791,0,0,33.33,-33.33,1,100,0,116.97,101.97,0,0,0,0,0,0,0,0,0,0,116.971
797,28.15,0,500,-500,1,100,1,37.53,18.77,0,0,0,0,0,0,0,0,0,0,37.528
798,59.585,0,500,-500,1,100,1,71.82,47.35,0,0,0,0,0,0,0,0,0,0,71.825
800,52.45,0,500,-500,1,100,1,64.04,40.86,0,0,0,0,0,0,0,0,0,0,64.036
807,56.795,0,22.36,-22.36,1,100,1,100,13.59,0,0,0,0,0,0,0,0,0,0,100
811,124.955,0,25.66,-25.66,1,200,1,200,49.91,0,0,0,0,0,0,0,0,0,0,200
812,59.125,0,24.93,-24.93,1,100,1,100,18.25,0,0,0,0,0,0,0,0,0,0,100
814,57.455,0,22.3,-22.3,1,100,1,100,14.91,0,0,0,0,0,0,0,0,0,0,100
820,59.27,0,35.24,-35.24,1,100,1,100,18.54,0,0,0,0,0,0,0,0,0,0,100
823,199.31,2.05,20.52,-16.42,1,300,1,300,98.62,0,0,0,0,0,0,0,0,0,0,300
825,57.625,0,22.17,-22.17,1,100,1,100,15.25,0,0,0,0,0,0,0,0,0,0,100
830,634.62,0,500,-500,1,100,1,779,490.24,0,0,0,0,0,0,0,0,0,0,779.002
840,59.125,0,24.93,-24.93,1,100,1,100,18.25,0,0,0,0,0,0,0,0,0,0,100
