bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf
128,0,0,1.67,-1.67,1,5,0,274,4,0,0,0,0,0,0,0,0,0,0,274
132,8.25,-77.94,13.12,-169,1,15.84,1,16.5,0,0,0,0,0,0,0,0,0,0,0,16.5
132,127.5,2,178,-174,1,5,1,255,0,0,0,0,0,0,0,0,0,0,0,255
132,0,0,1.67,-1.67,1,5,0,262,0,0,0,0,0,0,0,0,0,0,0,262
133,0,0,4.33,-4.33,1,13,0,13,0,0,0,0,0,0,0,0,0,0,0,13
136,0,0,2,-2,1,6,0,298,5,0,0,0,0,0,0,0,0,0,0,298
147,141,-2.5,176,-181,1,1,1,282,0,0,0,0,0,0,0,0,0,0,0,282
153,0,0,3.67,-3.67,1,11,0,11,0,0,0,0,0,0,0,0,0,0,0,11
153,0,0,2,-2,1,6,0,270,0,0,0,0,0,0,0,0,0,0,0,270
153,20,-72,24,-168,1,41.48,1,40,0,0,0,0,0,0,0,0,0,0,0,40
153,20,-77.5,26,-181,1,40,1,40,0,0,0,0,0,0,0,0,0,0,0,40
157,17.5,8.5,194,-177,1,35,1,35,0,0,0,0,0,0,0,0,0,0,0,35
157,0,0,11.67,-11.67,1,35,0,35,0,0,0,0,0,0,0,0,0,0,0,35
159,28.625,93.865,196,-8.27,1,100,1,44.72,12.53,0,0,0,0,0,0,0,0,0,0,44.724
160,16.69,3.5,17,-10,1,34.12,1,33.38,0,0,0,0,0,0,0,0,0,0,0,33.375
160,13.5,3.5,17,-10,1,27,1,27,0,0,0,0,0,0,0,0,0,0,0,27
170,183.75,0,330.75,-330.75,1,100,1,367.5,0,0,0,0,0,0,0,0,0,0,0,367.5
171,692.385,-2.805,22.43,-28.04,1,100,1,1108.43,276.34,0,0,0,0,0,0,0,0,0,0,1108.425
172,135,0,194.4,-194.4,1,100,1,270,0,0,0,0,0,0,0,0,0,0,0,270
175,142.5,0,205.2,-205.2,1,100,1,285,0,0,0,0,0,0,0,0,0,0,0,285
176,142.5,0,205.2,-205.2,1,100,1,285,0,0,0,0,0,0,0,0,0,0,0,285
177,142.5,0,205.2,-205.2,1,100,1,285,0,0,0,0,0,0,0,0,0,0,0,285
178,194.25,0,349.65,-349.65,1,100,1,388.5,0,0,0,0,0,0,0,0,0,0,0,388.5
180,216.175,0,389.11,-389.11,1,100,1,432.35,0,0,0,0,0,0,0,0,0,0,0,432.348
181,216.175,0,389.11,-389.11,1,100,1,432.35,0,0,0,0,0,0,0,0,0,0,0,432.347
183,202.515,0,364.53,-364.53,1,100,1,405.03,0,0,0,0,0,0,0,0,0,0,0,405.03
184,202.49,0,364.49,-364.49,1,100,1,404.98,0,0,0,0,0,0,0,0,0,0,0,404.985
185,202.525,0,364.55,-364.55,1,100,1,405.05,0,0,0,0,0,0,0,0,0,0,0,405.051
186,202.515,0,364.53,-364.53,1,100,1,405.03,0,0,0,0,0,0,0,0,0,0,0,405.028
188,200.025,0,360.05,-360.05,1,100,1,400.05,0,0,0,0,0,0,0,0,0,0,0,400.05
189,200.025,0,360.05,-360.05,1,100,1,400.05,0,0,0,0,0,0,0,0,0,0,0,400.05
190,199.95,0,359.91,-359.91,1,100,1,399.9,0,0,0,0,0,0,0,0,0,0,0,399.9
192,192.75,0,346.95,-346.95,1,100,1,385.5,0,0,0,0,0,0,0,0,0,0,0,385.5
193,192.75,0,346.95,-346.95,1,100,1,385.5,0,0,0,0,0,0,0,0,0,0,0,385.5
194,204.425,0,367.96,-367.96,1,100,1,408.85,0,0,0,0,0,0,0,0,0,0,0,408.848
197,667.61,0,95,-95,1,100,1,776.82,558.4,0,0,0,0,0,0,0,0,0,0,776.819
198,726.57,0,237.47,-237.47,1,100,1,871.88,581.26,0,0,0,0,0,0,0,0,0,0,871.884
203,560.595,11.37,113.7,-90.96,1,100,1,917.82,203.37,0,0,0,0,0,0,0,0,0,0,917.82
204,0,0,33.33,-33.33,1,100,0,285,0,0,0,0,0,0,0,0,0,0,0,285
204,0,0,33.33,-33.33,1,100,0,263,0,0,0,0,0,0,0,0,0,0,0,263
205,0,0,33.33,-33.33,1,100,0,256,0,0,0,0,0,0,0,0,0,0,0,256
205,0,0,33.33,-33.33,1,100,0,292,0,0,0,0,0,0,0,0,0,0,0,292
206,1666.29,0,205.53,-205.53,1,100,1,1966.77,1365.81,0,0,0,0,0,0,0,0,0,0,1966.771
211,0,0,33.33,-33.33,1,100,0,269,0,0,0,0,0,0,0,0,0,0,0,269
211,0,0,33.33,-33.33,1,100,0,269,0,0,0,0,0,0,0,0,0,0,0,269
220,0,0,33.33,-33.33,1,100,0,95.92,80.92,0,0,0,0,0,0,0,0,0,0,95.919
228,394.02,0,121.05,-121.05,1,100,1,451.68,336.36,0,0,0,0,0,0,0,0,0,0,451.68
229,303.1,2.265,24.78,-20.25,1,100,1,363.72,242.48,0,0,0,0,0,0,0,0,0,0,363.72
230,249.06,1.695,16.98,-13.59,1,100,1,287.55,210.57,0,0,0,0,0,0,0,0,0,0,287.547
246,0,0,33.33,-33.33,1,100,0,256,0,0,0,0,0,0,0,0,0,0,0,256
247,0,0,33.33,-33.33,1,100,0,251,0,0,0,0,0,0,0,0,0,0,0,251
258,126.565,0,182.25,-182.25,1,100,1,253.13,0,0,0,0,0,0,0,0,0,0,0,253.125
259,126.565,0,182.25,-182.25,1,100,1,253.13,0,0,0,0,0,0,0,0,0,0,0,253.125
260,126.565,0,182.25,-182.25,1,100,1,253.13,0,0,0,0,0,0,0,0,0,0,0,253.125
262,206.08,0,370.95,-370.95,1,100,1,412.16,0,0,0,0,0,0,0,0,0,0,0,412.164
307,209.575,0,377.23,-377.23,1,100,1,419.15,0,0,0,0,0,0,0,0,0,0,0,419.147
316,19.55,-2.415,19.34,-24.17,1,100,1,32.91,6.19,0,0,0,0,0,0,0,0,0,0,32.912
319,24.15,91.525,193,-9.95,1,100,1,43.57,4.73,0,0,0,0,0,0,0,0,0,0,43.567
321,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
323,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
324,52.82,93.735,189,-1.53,1,100,1,64.44,41.2,0,0,0,0,0,0,0,0,0,0,64.438
326,21.565,0,31.05,-31.05,1,100,1,43.13,0,0,0,0,0,0,0,0,0,0,0,43.125
327,21.565,0,31.05,-31.05,1,100,1,43.13,0,0,0,0,0,0,0,0,0,0,0,43.125
330,34.69,0,49.95,-49.95,1,100,1,69.38,0,0,0,0,0,0,0,0,0,0,0,69.375
334,9.375,0,13.5,-13.5,1,100,1,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75
335,9.375,0,13.5,-13.5,1,100,1,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75
336,9.375,0,13.5,-13.5,1,100,1,18.75,0,0,0,0,0,0,0,0,0,0,0,18.75
340,43.885,0,63.18,-63.18,1,100,1,87.77,0,0,0,0,0,0,0,0,0,0,0,87.771
342,16.925,0,24.37,-24.37,1,100,1,33.85,0,0,0,0,0,0,0,0,0,0,0,33.85
345,0,0,33.33,-33.33,1,100,0,34.72,19.73,0,0,0,0,0,0,0,0,0,0,34.725
346,23.525,0,35.64,-35.64,1,100,1,34.71,12.34,0,0,0,0,0,0,0,0,0,0,34.714
348,62.425,-1.31,10.48,-13.1,1,100,1,76.89,47.96,0,0,0,0,0,0,0,0,0,0,76.887
353,23.185,0,29.96,-29.96,1,100,1,43.63,2.74,0,0,0,0,0,0,0,0,0,0,43.626
355,0,0,33.33,-33.33,1,100,0,95.57,80.57,0,0,0,0,0,0,0,0,0,0,95.575
359,79.13,96.14,196,-3.72,1,100,1,93.14,65.12,0,0,0,0,0,0,0,0,0,0,93.142
370,0,0,33.33,-33.33,1,100,0,35.05,20.05,0,0,0,0,0,0,0,0,0,0,35.048
376,23.44,0,33.75,-33.75,1,100,1,46.88,0,0,0,0,0,0,0,0,0,0,0,46.875
384,14.065,0,20.25,-20.25,1,100,1,28.13,0,0,0,0,0,0,0,0,0,0,0,28.125
387,37.345,-4.23,33.85,-42.31,1,100,1,47.76,26.93,0,0,0,0,0,0,0,0,0,0,47.76
388,0,0,33.33,-33.33,1,100,0,47.75,32.75,0,0,0,0,0,0,0,0,0,0,47.746
391,34.7,96.12,196,-3.76,1,100,1,44.67,24.73,0,0,0,0,0,0,0,0,0,0,44.671
402,25.64,0,18.25,-18.25,1,100,1,38.25,13.03,0,0,0,0,0,0,0,0,0,0,38.249
404,44.5,-70.9,41.2,-183,1,78,1,78,11,0,0,0,0,0,0,0,0,0,0,78
422,53.625,-60.75,52.5,-174,1,83.96,1,86.25,21,0,0,0,0,0,0,0,0,0,0,86.25
441,134.36,62.5,131,-6,1,258.66,1,268.72,0,0,0,0,0,0,0,0,0,0,0,268.721
453,17.75,0,14.32,-14.32,1,100,1,27.17,8.33,0,0,0,0,0,0,0,0,0,0,27.174
471,138.315,84.09,179,-10.82,1,100,1,187.96,88.67,0,0,0,0,0,0,0,0,0,0,187.961
489,78.275,-1.675,20.33,-23.68,1,100,1,113.92,42.63,0,0,0,0,0,0,0,0,0,0,113.922
494,183.125,59.5,152,-33,1,306.24,1,256.25,110,0,0,0,0,0,0,0,0,0,0,256.25
494,0,0,73.33,-73.33,1,220,0,220,125,0,0,0,0,0,0,0,0,0,0,220
495,0,0,75,-75,1,225,0,225,125,0,0,0,0,0,0,0,0,0,0,225
495,183.125,76.625,186.25,-33,1,304.12,1,256.25,110,0,0,0,0,0,0,0,0,0,0,256.25
496,195.625,53.875,149,-41.25,1,274.96,1,281.25,110,0,0,0,0,0,0,0,0,0,0,281.25
496,172.5,53.875,149,-41.25,1,228.01,1,225,120,0,0,0,0,0,0,0,0,0,0,225
497,395,158,363,-47,1,535,1,535,255,0,0,0,0,0,0,0,0,0,0,535
498,405,124,348,-100,1,560,1,560,250,0,0,0,0,0,0,0,0,0,0,560
502,115.005,0,20.73,-20.73,1,100,1,147.17,82.84,0,0,0,0,0,0,0,0,0,0,147.174
504,154.8,-3.015,24.12,-30.15,1,100,1,233.66,75.94,0,0,0,0,0,0,0,0,0,0,233.656
505,0,0,75,-75,1,225,0,225,129,0,0,0,0,0,0,0,0,0,0,225
505,0,0,75,-75,1,225,0,225,129,0,0,0,0,0,0,0,0,0,0,225
505,0,0,33.33,-33.33,1,100,0,90.65,75.65,0,0,0,0,0,0,0,0,0,0,90.647
514,0,0,33.33,-33.33,1,100,0,30.22,15.22,0,0,0,0,0,0,0,0,0,0,30.222
515,41.51,91.19,191,-8.62,1,100,1,74.82,8.2,0,0,0,0,0,0,0,0,0,0,74.821
516,0,0,33.33,-33.33,1,100,0,90.09,75.09,0,0,0,0,0,0,0,0,0,0,90.088
517,49.315,-2.515,20.15,-25.18,1,100,1,88.02,10.61,0,0,0,0,0,0,0,0,0,0,88.022
518,0,0,33.33,-33.33,1,100,0,57.35,42.35,0,0,0,0,0,0,0,0,0,0,57.353
519,0,0,33.33,-33.33,1,100,0,284,1.16,0,0,0,0,0,0,0,0,0,0,284
520,0,0,2,-2,1,6,0,258,1,0,0,0,0,0,0,0,0,0,0,258
520,0,0,2,-2,1,6,0,292,1,0,0,0,0,0,0,0,0,0,0,292
537,0,0,33.33,-33.33,1,100,0,69.86,54.86,0,0,0,0,0,0,0,0,0,0,69.858
538,41.875,17.5,57,-22,1,68.9,1,68.75,15,0,0,0,0,0,0,0,0,0,0,68.75
538,40,21.5,71,-28,1,77,1,77,3,0,0,0,0,0,0,0,0,0,0,77
544,0,0,2.33,-2.33,1,7,0,280,3,0,0,0,0,0,0,0,0,0,0,280
558,0,0,1.33,-1.33,1,4,0,297,3,0,0,0,0,0,0,0,0,0,0,297
565,51,-67,35,-169,1,63.02,1,65,37,0,0,0,0,0,0,0,0,0,0,65
565,0,0,10,-10,1,30,0,30,10,0,0,0,0,0,0,0,0,0,0,30
565,0,0,35,-35,1,105,0,105,50,0,0,0,0,0,0,0,0,0,0,105
565,77.5,-47,85,-179,1,105,1,105,50,0,0,0,0,0,0,0,0,0,0,105
599,195.625,58,149,-33,1,249.58,1,256.25,135,0,0,0,0,0,0,0,0,0,0,256.25
600,0,0,75,-75,1,225,0,225,110,0,0,0,0,0,0,0,0,0,0,225
603,0,0,56.67,-56.67,1,170,0,170,66,0,0,0,0,0,0,0,0,0,0,170
603,0,0,20.33,-20.33,1,61,0,61,34,0,0,0,0,0,0,0,0,0,0,61
605,0,0,7,-7,1,21,0,21,0,0,0,0,0,0,0,0,0,0,0,21
624,63.07,89.51,185,-5.98,1,100,1,97,29.14,0,0,0,0,0,0,0,0,0,0,96.995
627,0,0,0.67,-0.67,1,2,0,280,1,0,0,0,0,0,0,0,0,0,0,280
627,32.28,93.99,195,-7.02,1,100,1,48.18,16.38,0,0,0,0,0,0,0,0,0,0,48.183
630,0,0,12,-12,1,36,0,36,0,0,0,0,0,0,0,0,0,0,0,36
632,0,0,1,-1,1,3,0,295,2,0,0,0,0,0,0,0,0,0,0,295
635,0,0,33.33,-33.33,1,100,0,255,3.12,0,0,0,0,0,0,0,0,0,0,255
638,0,0,33.33,-33.33,1,100,0,25.26,10.26,0,0,0,0,0,0,0,0,0,0,25.259
640,0,0,33.33,-33.33,1,100,0,295,3.64,0,0,0,0,0,0,0,0,0,0,295
649,0,0,2,-2,1,6,0,283,1,0,0,0,0,0,0,0,0,0,0,283
651,0,0,33.33,-33.33,1,100,0,269,3.54,0,0,0,0,0,0,0,0,0,0,269
667,129,-62,50,-174,1,157,1,150,108,0,0,0,0,0,0,0,0,0,0,150
668,56,3,190,-184,1,112,1,112,0,0,0,0,0,0,0,0,0,0,0,112
669,162,0,201.2,-201.2,1,100,1,194.4,129.6,0,0,0,0,0,0,0,0,0,0,194.4
675,194.385,70,150,-10,1,282.49,1,268.77,120,0,0,0,0,0,0,0,0,0,0,268.77
676,194.375,55,120,-10,1,281.34,1,268.75,120,0,0,0,0,0,0,0,0,0,0,268.75
677,195.625,66.875,168.75,-35,1,252.98,1,256.25,135,0,0,0,0,0,0,0,0,0,0,256.25
679,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
679,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
680,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
680,0,0,45,-45,1,135,0,135,-135,0,0,0,0,0,0,0,0,0,0,135
687,0,0,16.67,-16.67,1,50,0,50,38,0,0,0,0,0,0,0,0,0,0,50
687,0,0,16.67,-16.67,1,50,0,50,38,0,0,0,0,0,0,0,0,0,0,50
687,0,0,16.67,-16.67,1,50,0,50,38,0,0,0,0,0,0,0,0,0,0,50
688,0,0,16.67,-16.67,1,50,0,50,38,0,0,0,0,0,0,0,0,0,0,50
697,0,0,33.33,-33.33,1,100,0,262,0.12,0,0,0,0,0,0,0,0,0,0,262
698,194.375,55,120,-10,1,273.78,1,268.75,120,0,0,0,0,0,0,0,0,0,0,268.75
700,31.47,0,18.24,-18.24,1,100,1,60.35,2.59,0,0,0,0,0,0,0,0,0,0,60.349
704,113.125,39,83,-5,1,160.45,1,156.25,70,0,0,0,0,0,0,0,0,0,0,156.25
704,97.5,39,83,-5,1,143.77,1,125,70,0,0,0,0,0,0,0,0,0,0,125
726,128.5,5.5,195,-184,1,42.43,1,257,0,0,0,0,0,0,0,0,0,0,0,257
727,85.865,-3.6,28.79,-35.99,1,100,1,121.92,49.81,0,0,0,0,0,0,0,0,0,0,121.921
731,0,0,33.33,-33.33,1,100,0,229.72,214.72,0,0,0,0,0,0,0,0,0,0,229.718
732,0,0,33.33,-33.33,1,100,0,48.71,33.71,0,0,0,0,0,0,0,0,0,0,48.706
736,-10.5,21.5,105,-62,1,216.55,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
736,-10.5,21.5,105,-62,1,179,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
736,-10.5,27.5,130,-75,1,179,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
737,-10.5,17.5,160,-125,1,179,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
740,0,0,33.33,-33.33,1,100,0,35.7,20.7,0,0,0,0,0,0,0,0,0,0,35.698
743,139,9.5,197,-178,1,1.3,1,278,0,0,0,0,0,0,0,0,0,0,0,278
746,129,2.5,176,-171,1,0.36,1,258,0,0,0,0,0,0,0,0,0,0,0,258
747,40.5,-65.5,35,-166,1,58.99,1,55,26,0,0,0,0,0,0,0,0,0,0,55
748,128.5,2,185,-181,1,0.24,1,257,0,0,0,0,0,0,0,0,0,0,0,257
749,135.5,12,191,-167,1,0.36,1,271,0,0,0,0,0,0,0,0,0,0,0,271
750,133.5,3,176,-170,1,1.2,1,267,0,0,0,0,0,0,0,0,0,0,0,267
751,13,14.5,195,-166,1,26,1,26,0,0,0,0,0,0,0,0,0,0,0,26
754,145,2,181,-177,1,6,1,290,0,0,0,0,0,0,0,0,0,0,0,290
755,11,-3,178,-184,1,22,1,22,0,0,0,0,0,0,0,0,0,0,0,22
757,0,0,33.33,-33.33,1,100,0,275,2.86,0,0,0,0,0,0,0,0,0,0,275
762,0,0,0.33,-0.33,1,1,0,297,0,0,0,0,0,0,0,0,0,0,0,297
763,142,4,179,-171,1,2,1,284,0,0,0,0,0,0,0,0,0,0,0,284
764,0,0,33.33,-33.33,1,100,0,38.81,23.81,0,0,0,0,0,0,0,0,0,0,38.808
766,135,8,198,-182,1,0.24,1,270,0,0,0,0,0,0,0,0,0,0,0,270
768,131,8.5,194,-177,1,1,1,262,0,0,0,0,0,0,0,0,0,0,0,262
769,125,8,190,-174,1,1,1,250,0,0,0,0,0,0,0,0,0,0,0,250
770,133.5,4.5,177,-168,1,2,1,266,1,0,0,0,0,0,0,0,0,0,0,266
778,128.5,7,185,-171,1,1.08,1,257,0,0,0,0,0,0,0,0,0,0,0,257
785,150,5,189,-179,1,0.12,1,300,0,0,0,0,0,0,0,0,0,0,0,300
788,25,-2.5,175,-180,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,50
792,148,0,176,-176,1,0.24,1,296,0,0,0,0,0,0,0,0,0,0,0,296
796,12,4.5,191,-182,1,24,1,24,0,0,0,0,0,0,0,0,0,0,0,24
797,12,-0.5,184,-185,1,24,1,24,0,0,0,0,0,0,0,0,0,0,0,24
801,0,0,17.33,-17.33,1,52,0,52,-69,0,0,0,0,0,0,0,0,0,0,52
801,0,0,18,-18,1,54,0,54,37,0,0,0,0,0,0,0,0,0,0,54
802,0,0,17,-17,1,51,0,51,-69,0,0,0,0,0,0,0,0,0,0,51
805,293.955,0,90.52,-90.52,1,100,1,375.27,212.64,0,0,0,0,0,0,0,0,0,0,375.274
807,520.78,91.5,213,-30,1,459.6,1,758.03,283.53,0,0,0,0,0,0,0,0,0,0,758.026
807,516.87,90.5,212,-31,1,428.4,1,752.37,281.37,0,0,0,0,0,0,0,0,0,0,752.367
811,0,0,33.33,-33.33,1,100,0,87.74,72.74,0,0,0,0,0,0,0,0,0,0,87.742
812,0,0,33.33,-33.33,1,100,0,94.52,79.52,0,0,0,0,0,0,0,0,0,0,94.516
815,208.125,52,140,-36,1,270.08,1,281.25,135,0,0,0,0,0,0,0,0,0,0,281.25
815,195.625,50.5,137,-36,1,246.1,1,256.25,135,0,0,0,0,0,0,0,0,0,0,256.25
816,0,0,33.33,-33.33,1,100,0,82.58,67.58,0,0,0,0,0,0,0,0,0,0,82.578
831,321.25,92,216,-32,1,461.18,1,462.5,180,0,0,0,0,0,0,0,0,0,0,462.5
832,321.25,78.5,187,-30,1,458.95,1,462.5,180,0,0,0,0,0,0,0,0,0,0,462.5
900,128,0.5,179,-178,1,34.76,1,256,0,0,0,0,0,0,0,0,0,0,0,256
901,130,10,188,-168,1,19.32,1,260,0,0,0,0,0,0,0,0,0,0,0,260
903,0,0,33.33,-33.33,1,100,0,64.82,49.82,0,0,0,0,0,0,0,0,0,0,64.818
904,0,0,33.33,-33.33,1,100,0,170.7,155.7,0,0,0,0,0,0,0,0,0,0,170.701
905,0,0,33.33,-33.33,1,100,0,46.11,31.11,0,0,0,0,0,0,0,0,0,0,46.109
907,170,57.5,140,-25,1,219.94,1,200,140,0,0,0,0,0,0,0,0,0,0,200
908,0,0,33.33,-33.33,1,100,0,113.12,98.12,0,0,0,0,0,0,0,0,0,0,113.118
912,0,0,123.33,-123.33,1,370,0,370,240,0,0,0,0,0,0,0,0,0,0,370
912,0,0,123.33,-123.33,1,370,0,370,240,0,0,0,0,0,0,0,0,0,0,370
912,335.625,85.5,190,-19,1,449.45,1,431.25,240,0,0,0,0,0,0,0,0,0,0,431.25
912,112.215,0,40.5,-40.5,1,100,1,135.62,88.81,0,0,0,0,0,0,0,0,0,0,135.615
917,114.585,45.625,106.25,-15,1,166.81,1,137.5,91.67,0,0,0,0,0,0,0,0,0,0,137.5
917,0,0,40,-40,1,120,0,120,100,0,0,0,0,0,0,0,0,0,0,120
918,114.585,35,85,-15,1,166.81,1,137.5,91.67,0,0,0,0,0,0,0,0,0,0,137.5
920,0,0,16.67,-16.67,1,50,0,50,40,0,0,0,0,0,0,0,0,0,0,50
922,0,0,77.33,-77.33,1,232,0,232,100,0,0,0,0,0,0,0,0,0,0,232
922,170,56.25,127.5,-15,1,268.92,1,250,90,0,0,0,0,0,0,0,0,0,0,250
923,53.615,-10.36,82.87,-103.59,1,100,1,73.62,33.61,0,0,0,0,0,0,0,0,0,0,73.621
925,187.5,40,112,-32,1,225,1,225,150,0,0,0,0,0,0,0,0,0,0,225
926,200,54,140,-32,1,275.06,1,250,150,0,0,0,0,0,0,0,0,0,0,250
926,0,0,66.67,-66.67,1,200,0,200,150,0,0,0,0,0,0,0,0,0,0,200
926,166.665,54,140,-32,1,234.36,1,200,133.33,0,0,0,0,0,0,0,0,0,0,200
927,574.305,54.25,367.5,-259,1,566.05,1,815.18,333.43,0,0,0,0,0,0,0,0,0,0,815.177
932,562.625,-13.91,111.31,-139.13,1,100,1,914.95,210.3,0,0,0,0,0,0,0,0,0,0,914.95
933,0,0,33.33,-33.33,1,100,0,85.2,70.2,0,0,0,0,0,0,0,0,0,0,85.204
940,285.695,0,168.26,-168.26,1,100,1,393.52,177.87,0,0,0,0,0,0,0,0,0,0,393.516
954,0,0,33.33,-33.33,1,100,0,53.71,38.71,0,0,0,0,0,0,0,0,0,0,53.707
955,15.935,91.59,191,-7.82,1,100,1,28.86,3.01,0,0,0,0,0,0,0,0,0,0,28.859
959,35,17.5,57,-22,1,61.03,1,55,15,0,0,0,0,0,0,0,0,0,0,55
960,41.875,17.5,57,-22,1,68.9,1,68.75,15,0,0,0,0,0,0,0,0,0,0,68.75
960,40,21.5,71,-28,1,77,1,77,3,0,0,0,0,0,0,0,0,0,0,77
978,0,0,33.33,-33.33,1,100,0,45.99,30.99,0,0,0,0,0,0,0,0,0,0,45.994
982,0,0,40,-40,1,120,0,120,100,0,0,0,0,0,0,0,0,0,0,120
982,114.585,35,85,-15,1,150.3,1,137.5,91.67,0,0,0,0,0,0,0,0,0,0,137.5
994,38.75,21,49,-7,1,84.01,1,62.5,15,0,0,0,0,0,0,0,0,0,0,62.5
994,0,0,33.33,-33.33,1,100,0,100,55,0,0,0,0,0,0,0,0,0,0,100
