bus,Pg,Qg,Qmax,Qmin,Vg,mBase,status,Pmax,Pmin,Pc1,Pc2,Qc1min,Qc1max,Qc2min,Qc2max,ramp_agc,ramp_10,ramp_30,ramp_q,apf
60,139,-2.5,179,-184,1,0.24,1,278,0,0,0,0,0,0,0,0,0,0,0,278
68,0,0,33.33,-33.33,1,100,0,137.95,122.96,0,0,0,0,0,0,0,0,0,0,137.955
69,226.96,-35.27,282.12,-352.66,1,100,1,281.74,172.18,0,0,0,0,0,0,0,0,0,0,281.739
74,0,0,33.33,-33.33,1,100,0,85.25,70.25,0,0,0,0,0,0,0,0,0,0,85.248
75,149.935,-5.19,41.51,-51.89,1,100,1,221.79,78.08,0,0,0,0,0,0,0,0,0,0,221.788
80,-10.5,21.5,105,-62,1,216.55,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
80,-10.5,21.5,105,-62,1,179,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
80,-10.5,27.5,130,-75,1,179,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
81,-10.5,30,160,-100,1,179,1,179,-200,0,0,0,0,0,0,0,0,0,0,179
84,40.5,-70,35,-175,1,58.99,1,55,26,0,0,0,0,0,0,0,0,0,0,55
85,0,0,18.33,-18.33,1,55,0,55,26,0,0,0,0,0,0,0,0,0,0,55
87,128,9.5,197,-178,1,0.36,1,256,0,0,0,0,0,0,0,0,0,0,0,256
94,9,4.5,179,-170,1,18,1,18,0,0,0,0,0,0,0,0,0,0,0,18
95,11,7.5,199,-184,1,22,1,22,0,0,0,0,0,0,0,0,0,0,0,22
102,134,8,182,-166,1,0.24,1,268,0,0,0,0,0,0,0,0,0,0,0,268
109,134.5,3.5,191,-184,1,2,1,268,1,0,0,0,0,0,0,0,0,0,0,268
110,7.5,7.5,191,-176,1,15,1,15,0,0,0,0,0,0,0,0,0,0,0,15
114,149,6,183,-171,1,1,1,298,0,0,0,0,0,0,0,0,0,0,0,298
119,141.5,12.5,192,-167,1,0.12,1,283,0,0,0,0,0,0,0,0,0,0,0,283
119,0,0,33.33,-33.33,1,100,0,34.44,19.44,0,0,0,0,0,0,0,0,0,0,34.44
123,132,14,200,-172,1,9,1,264,0,0,0,0,0,0,0,0,0,0,0,264
125,126.5,14.5,196,-167,1,0.24,1,253,0,0,0,0,0,0,0,0,0,0,0,253
132,0,0,33.33,-33.33,1,100,0,35.29,20.29,0,0,0,0,0,0,0,0,0,0,35.288
133,227.105,0,202.93,-202.93,1,100,1,393.52,60.69,0,0,0,0,0,0,0,0,0,0,393.516
135,0,0,33.33,-33.33,1,100,0,101.89,86.89,0,0,0,0,0,0,0,0,0,0,101.886
138,22.1,0,12.48,-12.48,1,100,1,33.73,10.47,0,0,0,0,0,0,0,0,0,0,33.726
142,0,0,33.33,-33.33,1,100,0,25.24,10.24,0,0,0,0,0,0,0,0,0,0,25.238
144,0,0,2.33,-2.33,1,7,0,270,5,0,0,0,0,0,0,0,0,0,0,270
152,20.5,10.5,192,-171,1,41,1,41,0,0,0,0,0,0,0,0,0,0,0,41
153,12.5,-77.26,23.48,-178,1,37.52,1,25,0,0,0,0,0,0,0,0,0,0,0,25
153,17.5,-68.78,32.44,-170,1,35,1,35,0,0,0,0,0,0,0,0,0,0,0,35
153,0,0,8.33,-8.33,1,25,0,25,0,0,0,0,0,0,0,0,0,0,0,25
157,0,0,0.67,-0.67,1,2,0,266,0,0,0,0,0,0,0,0,0,0,0,266
159,0,0,33.33,-33.33,1,100,0,52.21,37.21,0,0,0,0,0,0,0,0,0,0,52.208
160,0,0,33.33,-33.33,1,100,0,274,0,0,0,0,0,0,0,0,0,0,0,274
167,0,0,33.33,-33.33,1,100,0,27.97,12.97,0,0,0,0,0,0,0,0,0,0,27.972
168,0,0,33.33,-33.33,1,100,0,26.84,11.84,0,0,0,0,0,0,0,0,0,0,26.842
172,138,-1.5,181,-184,1,0.36,1,276,0,0,0,0,0,0,0,0,0,0,0,276
178,9,1,185,-183,1,18,1,18,0,0,0,0,0,0,0,0,0,0,0,18
180,0,0,1.33,-1.33,1,4,0,277,0,0,0,0,0,0,0,0,0,0,0,277
183,170,58.875,138.75,-21,1,253.76,1,205,135,0,0,0,0,0,0,0,0,0,0,205
184,0,0,74,-74,1,222,0,222,90,0,0,0,0,0,0,0,0,0,0,222
184,0,0,68.33,-68.33,1,205,0,205,135,0,0,0,0,0,0,0,0,0,0,205
184,166,44,119,-31,1,232,1,232,100,0,0,0,0,0,0,0,0,0,0,232
185,170.215,56.25,127.5,-15,1,268.92,1,250.43,90,0,0,0,0,0,0,0,0,0,0,250.434
186,0,0,77.33,-77.33,1,232,0,232,100,0,0,0,0,0,0,0,0,0,0,232
186,170,56.25,127.5,-15,1,268.92,1,250,90,0,0,0,0,0,0,0,0,0,0,250
187,924.65,-9.035,72.29,-90.36,1,100,1,1241.44,607.86,0,0,0,0,0,0,0,0,0,0,1241.4449
199,156,49,117,-19,1,222,1,222,90,0,0,0,0,0,0,0,0,0,0,222
205,149.54,11,193,-171,1,4,1,297,2.08,0,0,0,0,0,0,0,0,0,0,297
205,0,0,33.33,-33.33,1,100,0,28.32,13.31,0,0,0,0,0,0,0,0,0,0,28.315
206,0,0,33.33,-33.33,1,100,0,34.72,19.72,0,0,0,0,0,0,0,0,0,0,34.719
210,130.25,13,194,-168,1,6,1,258,2.5,0,0,0,0,0,0,0,0,0,0,258
222,13,7.5,192,-177,1,26,1,26,0,0,0,0,0,0,0,0,0,0,0,26
222,0,0,33.33,-33.33,1,100,0,273,0.27,0,0,0,0,0,0,0,0,0,0,273
226,130.5,13.5,198,-171,1,2,1,261,0,0,0,0,0,0,0,0,0,0,0,261
227,25,8,188,-172,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,50
230,127,-2,179,-183,1,108.13,1,254,0,0,0,0,0,0,0,0,0,0,0,254
237,0,0,23.73,-23.73,1,71.2,0,45.15,0,0,0,0,0,0,0,0,0,0,0,45.15
237,0,0,23.73,-23.73,1,71.2,0,45.15,0,0,0,0,0,0,0,0,0,0,0,45.15
248,0,0,33.33,-33.33,1,100,0,298,8.35,0,0,0,0,0,0,0,0,0,0,298
271,33.485,-1.65,13.21,-16.51,1,100,1,50.41,16.56,0,0,0,0,0,0,0,0,0,0,50.412
275,118.06,0,27.49,-27.49,1,100,1,146.28,89.84,0,0,0,0,0,0,0,0,0,0,146.284
278,18.225,0,24.5,-24.5,1,100,1,26.7,9.75,0,0,0,0,0,0,0,0,0,0,26.697
280,0,0,23.73,-23.73,1,71.2,0,45.15,0,0,0,0,0,0,0,0,0,0,0,45.15
280,0,0,23.73,-23.73,1,71.2,0,45.15,0,0,0,0,0,0,0,0,0,0,0,45.15
281,41.745,94.725,198,-8.55,1,100,1,64.19,19.3,0,0,0,0,0,0,0,0,0,0,64.187
296,579.815,1,101,-99,1,600,1,825.3,334.33,0,0,0,0,0,0,0,0,0,0,825.299
296,594.89,1,101,-99,1,600,1,846.64,343.14,0,0,0,0,0,0,0,0,0,0,846.641
309,0,0,43.33,-43.33,1,130,0,158.49,28.5,0,0,0,0,0,0,0,0,0,0,158.49
309,0,0,43.33,-43.33,1,130,0,156.39,28.5,0,0,0,0,0,0,0,0,0,0,156.39
315,0,0,23.73,-23.73,1,71.2,0,45.15,0,0,0,0,0,0,0,0,0,0,0,45.15
315,0,0,23.73,-23.73,1,71.2,0,45.15,0,0,0,0,0,0,0,0,0,0,0,45.15
326,31.7,87.655,180,-4.69,1,100,1,41.4,22,0,0,0,0,0,0,0,0,0,0,41.398
352,0,0,19,-19,1,57,0,66.3,51.3,0,0,0,0,0,0,0,0,0,0,66.3
352,0,0,19,-19,1,57,0,64.4,49.4,0,0,0,0,0,0,0,0,0,0,64.4
353,0,0,33.33,-33.33,1,100,0,25.66,10.66,0,0,0,0,0,0,0,0,0,0,25.66
355,0,0,7.67,-7.67,1,23,0,32.1,17.1,0,0,0,0,0,0,0,0,0,0,32.1
355,0,0,7.67,-7.67,1,23,0,32.1,17.1,0,0,0,0,0,0,0,0,0,0,32.1
356,0,0,51.33,-51.33,1,154,0,267,0,0,0,0,0,0,0,0,0,0,0,267
359,0,0,7.67,-7.67,1,23,0,33.05,18.05,0,0,0,0,0,0,0,0,0,0,33.05
359,0,0,7.67,-7.67,1,23,0,32.1,17.1,0,0,0,0,0,0,0,0,0,0,32.1
361,140,9.5,199,-180,1,100,1,280,0,0,0,0,0,0,0,0,0,0,0,280
361,12.25,97.73,198,-2.54,1,71,1,19.75,4.75,0,0,0,0,0,0,0,0,0,0,19.75
361,0,0,1.33,-1.33,1,4,0,264,1.14,0,0,0,0,0,0,0,0,0,0,264
362,78.815,94.815,197,-7.37,1,100,1,92.8,64.83,0,0,0,0,0,0,0,0,0,0,92.796
364,0,0,19,-19,1,57,0,66.3,51.3,0,0,0,0,0,0,0,0,0,0,66.3
364,0,0,19,-19,1,57,0,61.55,46.55,0,0,0,0,0,0,0,0,0,0,61.55
365,0,0,33.33,-33.33,1,100,0,251,1.42,0,0,0,0,0,0,0,0,0,0,251
365,139.065,96.74,195,-1.52,1,100,1,273,5.13,0,0,0,0,0,0,0,0,0,0,273
366,164.085,0,26.69,-26.69,1,100,1,196.9,131.27,0,0,0,0,0,0,0,0,0,0,196.904
368,73.69,98.17,199,-2.66,1,100,1,87.21,60.17,0,0,0,0,0,0,0,0,0,0,87.208
369,0,0,10,-10,1,30,0,37.8,22.8,0,0,0,0,0,0,0,0,0,0,37.8
369,0,0,10,-10,1,30,0,37.8,22.8,0,0,0,0,0,0,0,0,0,0,37.8
371,0,0,7.67,-7.67,1,23,0,32.1,17.1,0,0,0,0,0,0,0,0,0,0,32.1
371,0,0,7.67,-7.67,1,23,0,32.1,17.1,0,0,0,0,0,0,0,0,0,0,32.1
375,0,0,33.33,-33.33,1,100,0,139.83,124.83,0,0,0,0,0,0,0,0,0,0,139.826
382,0,0,46.67,-46.67,1,140,0,281,0,0,0,0,0,0,0,0,0,0,0,281
385,37.075,0,14.79,-14.79,1,100,1,47.26,26.89,0,0,0,0,0,0,0,0,0,0,47.263
388,0,0,10,-10,1,30,0,35.9,20.9,0,0,0,0,0,0,0,0,0,0,35.9
388,0,0,10,-10,1,30,0,36.85,21.85,0,0,0,0,0,0,0,0,0,0,36.85
390,581.425,0,33.19,-33.19,1,100,1,697.71,465.14,0,0,0,0,0,0,0,0,0,0,697.71
395,268.01,0,34.72,-34.72,1,100,1,321.61,214.41,0,0,0,0,0,0,0,0,0,0,321.615
398,0,0,7.67,-7.67,1,23,0,32.1,17.1,0,0,0,0,0,0,0,0,0,0,32.1
398,0,0,7.67,-7.67,1,23,0,33.05,18.05,0,0,0,0,0,0,0,0,0,0,33.05
400,0,0,66.67,-66.67,1,200,0,155.4,140.6,0,0,0,0,0,0,0,0,0,0,155.4
401,0,0,51.33,-51.33,1,154,0,271,0,0,0,0,0,0,0,0,0,0,0,271
407,0,0,50,-50,1,150,0,294,242.25,0,0,0,0,0,0,0,0,0,0,294
411,143,9,190,-172,1,100,1,286,0,0,0,0,0,0,0,0,0,0,0,286
414,359.305,0,53.15,-53.15,1,100,1,431.17,287.44,0,0,0,0,0,0,0,0,0,0,431.167
422,50.48,-2.31,18.48,-23.1,1,100,1,65.27,35.69,0,0,0,0,0,0,0,0,0,0,65.268
423,106.875,36,73,-1,1,163.45,1,143.75,70,0,0,0,0,0,0,0,0,0,0,143.75
424,106.875,36,73,-1,1,148.19,1,143.75,70,0,0,0,0,0,0,0,0,0,0,143.75
424,0,0,33.33,-33.33,1,100,0,28.1,13.1,0,0,0,0,0,0,0,0,0,0,28.104
440,84.75,35,110,-40,1,147.7,1,137.5,32,0,0,0,0,0,0,0,0,0,0,137.5
441,0,0,37.67,-37.67,1,113,0,113,32,0,0,0,0,0,0,0,0,0,0,113
445,0,0,45,-45,1,135,0,135,35,0,0,0,0,0,0,0,0,0,0,135
455,0,0,8.33,-8.33,1,25,0,25,10,0,0,0,0,0,0,0,0,0,0,25
455,0,0,8.33,-8.33,1,25,0,25,10,0,0,0,0,0,0,0,0,0,0,25
455,20.625,5.5,179,-168,1,30,1,31.25,10,0,0,0,0,0,0,0,0,0,0,31.25
455,17.5,5,192,-182,1,25,1,25,10,0,0,0,0,0,0,0,0,0,0,25
457,0,0,33.33,-33.33,1,100,0,259,2.4,0,0,0,0,0,0,0,0,0,0,259
458,0,0,16.67,-16.67,1,50,0,50,10,0,0,0,0,0,0,0,0,0,0,50
475,95,36,73,-1,1,120,1,120,70,0,0,0,0,0,0,0,0,0,0,120
475,89.165,36,73,-1,1,120,1,120,58.33,0,0,0,0,0,0,0,0,0,0,120
476,177.555,35.875,73,-1.25,1,144,1,254.99,100.12,0,0,0,0,0,0,0,0,0,0,254.988
476,0,0,36.67,-36.67,1,110,0,110,79,0,0,0,0,0,0,0,0,0,0,110
480,0,0,33.33,-33.33,1,100,0,62.47,47.47,0,0,0,0,0,0,0,0,0,0,62.466
483,0,0,33.33,-33.33,1,100,0,259,8.27,0,0,0,0,0,0,0,0,0,0,259
514,41.15,0,87.18,-87.18,1,100,1,79.66,2.64,0,0,0,0,0,0,0,0,0,0,79.663
545,0,0,123.33,-123.33,1,370,0,370,240,0,0,0,0,0,0,0,0,0,0,370
545,0,0,123.33,-123.33,1,370,0,370,240,0,0,0,0,0,0,0,0,0,0,370
545,335.625,83.125,190,-23.75,1,449.45,1,431.25,240,0,0,0,0,0,0,0,0,0,0,431.25
546,351.25,83.125,190,-23.75,1,455.56,1,462.5,240,0,0,0,0,0,0,0,0,0,0,462.5
546,305,84.08,190,-21.84,1,397.31,1,370,240,0,0,0,0,0,0,0,0,0,0,370
547,722.385,85.5,190,-19,1,616.84,1,1090.99,353.78,0,0,0,0,0,0,0,0,0,0,1090.993
547,722.385,85.5,190,-19,1,616.84,1,1090.99,353.78,0,0,0,0,0,0,0,0,0,0,1090.993
547,722.385,85.5,190,-19,1,616.84,1,1090.99,353.78,0,0,0,0,0,0,0,0,0,0,1090.993
548,351.25,104.205,227.41,-19,1,451.84,1,462.5,240,0,0,0,0,0,0,0,0,0,0,462.5
548,332.5,85.5,190,-19,1,416.51,1,425,240,0,0,0,0,0,0,0,0,0,0,425
548,332.5,85.5,190,-19,1,416.51,1,425,240,0,0,0,0,0,0,0,0,0,0,425
557,120.425,0,133.54,-133.54,1,100,1,156.95,83.9,0,0,0,0,0,0,0,0,0,0,156.952
560,114.585,45.625,106.25,-15,1,166.81,1,137.5,91.67,0,0,0,0,0,0,0,0,0,0,137.5
560,0,0,40,-40,1,120,0,120,100,0,0,0,0,0,0,0,0,0,0,120
570,338.75,109.25,237.5,-19,1,477.9,1,437.5,240,0,0,0,0,0,0,0,0,0,0,437.5
574,15,0,179,-179,1,30,1,30,0,0,0,0,0,0,0,0,0,0,0,30
580,130.5,-2,178,-182,1,0.43,1,261,0,0,0,0,0,0,0,0,0,0,0,261
