fbus,tbus,r,x,b,rateA,rateB,rateC,ratio,angle,status,angmin,angmax
42,56,0.01132,0.03777,0.00369,90,90,90,0,0,1,-30,30
43,53,0.0043,0.01298,0.00157,90,90,90,0,0,1,-30,30
44,56,0.0162,0.05405,0.00527,90,90,90,0,0,1,-30,30
45,50,0.00959,0.03099,0.0032,90,90,90,0,0,1,-30,30
46,47,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
46,50,0.0076,0.02545,0.00249,90,90,90,0,0,1,-30,30
47,63,0.01835,0.06025,0.00608,90,90,90,0,0,1,-30,30
48,59,0.00719,0.01256,0.0012,58,58,58,0,0,1,-30,30
49,56,0.02455,0.0743,0.00772,77,77,77,0,0,1,-30,30
49,57,0.00198,0.0062,0.00069,90,90,90,0,0,1,-30,30
49,60,0.00562,0.01711,0.0018,95.65,124.34,124.34,0,0,1,-30,30
51,54,0.00835,0.0262,0.00292,58,58,58,0,0,1,-30,30
52,53,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
52,58,0.00273,0.00818,0.00099,90,90,90,0,0,1,-30,30
54,55,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
54,61,0.00479,0.01603,0.00156,90,90,90,0,0,1,-30,30
57,58,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
59,64,0.04207,0.1086,0.01107,62,62,62,0,0,1,-30,30
59,3482,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
60,61,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
62,63,0.00182,0.00603,0.00059,90,90,90,0,0,1,-30,30
64,75,0.01471,0.03736,0.00382,71.08,92.4,92.4,0,0,1,-30,30
64,90,0.00504,0.01413,0.00145,102.23,122.68,153.35,0,0,1,-30,30
64,3507,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
65,80,0.03331,0.07982,0.00783,146.7,190.71,190.71,0,0,1,-30,30
65,89,0.01169,0.03957,0.00392,105,105,105,0,0,1,-30,30
66,67,0.00537,0.01512,0.00153,102,102,102,0,0,1,-30,30
66,3054,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
67,68,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
67,86,0.00686,0.02198,0.00228,123,123,123,0,0,1,-30,30
68,3450,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
69,87,0.00731,0.01279,0.00122,78,78,78,0,0,1,-30,30
70,93,0.01445,0.04894,0.00484,105,105,105,0,0,1,-30,30
70,4592,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
71,72,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
71,81,0.0005,0.00397,0.00056,195.59,254.27,254.27,0,0,1,-30,30
71,91,0.00099,0.00793,0.00077,171,171,171,0,0,1,-30,30
73,88,0.00202,0.00325,0.02903,80,80,80,0,0,1,-30,30
74,85,0.01364,0.0238,0.00227,69,69,69,0,0,1,-30,30
76,85,0.00868,0.01512,0.00145,69,69,69,0,0,1,-30,30
77,95,0.02042,0.03616,0.00345,105,105,105,0,0,1,-30,30
78,96,0.00069,0.00235,0.00023,48,48,48,0,0,1,-30,30
79,96,8e-05,0.00014,1e-05,48,48,48,0,0,1,-30,30
80,83,0.00975,0.03207,0.00329,115.25,138.3,172.87,0,0,1,-30,30
80,85,0.00537,0.01545,0.00181,103,103,103,0,0,1,-30,30
80,130,0.0681,0.17298,0.01756,129.19,167.95,167.95,0,0,1,-30,30
82,97,0.03744,0.09653,0.00989,92.01,110.41,138.01,0,0,1,-30,30
82,3307,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
83,97,0.03488,0.09488,0.00972,100.87,121.04,151.31,0,0,1,-30,30
84,85,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
84,92,0.00397,0.02917,0.00283,196,196,196,0,0,1,-30,30
84,96,0.03814,0.06671,0.00636,48,48,48,0,0,1,-30,30
84,141,0.04463,0.11521,0.01205,102,102,102,0,0,1,-30,30
84,152,0.03719,0.09669,0.01016,102,102,102,0,0,1,-30,30
85,95,0.01654,0.05601,0.00554,142.94,185.82,185.82,0,0,1,-30,30
85,134,0.05628,0.18322,0.01876,123,123,123,0,0,1,-30,30
85,139,0.08207,0.20008,0.02217,102,102,102,0,0,1,-30,30
86,4638,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
87,88,0.00959,0.02474,0.00251,102,102,102,0,0,1,-30,30
89,94,0.02236,0.07573,0.0075,105,105,105,0,0,1,-30,30
90,4659,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
91,92,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
93,95,0.02679,0.09072,0.00898,105,105,105,0,0,1,-30,30
98,99,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
98,129,0.00264,0.00752,0.00075,102,102,102,0,0,1,-30,30
98,150,0.01314,0.04182,0.00448,102,102,102,0,0,1,-30,30
98,162,0.00157,0.00496,0.00051,123,123,123,0,0,1,-30,30
98,164,0.00215,0.00719,0.00072,16,16,16,0,0,1,-30,30
99,162,0.00157,0.00496,0.00051,123,123,123,0,0,1,-30,30
99,3341,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
100,101,0.00306,0.00992,0.00102,123,123,123,0,0,1,-30,30
100,115,0.00331,0.01083,0.00109,114,114,114,0,0,1,-30,30
101,118,0.00421,0.01058,0.00106,102,102,102,0,0,1,-30,30
102,103,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
102,138,0.00868,0.0281,0.00295,76,76,76,0,0,1,-30,30
103,116,0.0186,0.0562,0.00581,102,102,102,0,0,1,-30,30
103,4601,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
104,105,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
104,4593,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
105,157,0.02769,0.0895,0.00917,95,95,95,0,0,1,-30,30
106,114,0.02868,0.09256,0.00951,123,123,123,0,0,1,-30,30
106,143,0.01851,0.0595,0.00627,123,123,123,0,0,1,-30,30
107,117,0.00562,0.01893,0.00189,16,16,16,0,0,1,-30,30
108,118,0.00562,0.01893,0.00189,16,16,16,0,0,1,-30,30
109,147,0.00124,0.00413,0.00039,128,128,128,0,0,1,-30,30
109,3076,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
110,154,0.00688,0.02158,0.0024,137,137,137,0,0,1,-30,30
111,135,0.0181,0.05702,0.0062,120,120,120,0,0,1,-30,30
112,113,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
113,114,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
113,3438,0.0001,0.01,0,107.47,128.97,161.21,0,0,1,-30,30
114,131,0.02781,0.07968,0.00807,123,123,123,0,0,1,-30,30
114,154,0.00883,0.02792,0.00305,137,137,137,0,0,1,-30,30
115,116,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
117,118,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
117,126,0.03025,0.06281,0.00061,102,102,102,0,0,1,-30,30
117,153,0.0376,0.12165,0.01249,123,123,123,0,0,1,-30,30
117,163,0.00736,0.0238,0.00244,123,123,123,0,0,1,-30,30
118,124,0.04124,0.07231,0.00687,69,69,69,0,0,1,-30,30
118,129,0.00405,0.01058,0.00109,102,102,102,0,0,1,-30,30
118,146,0.00091,0.00306,0.00031,10,10,10,0,0,1,-30,30
120,140,0.00851,0.02074,0.00232,102,102,102,0,0,1,-30,30
120,152,0.0405,0.09669,0.01016,102,102,102,0,0,1,-30,30
121,160,0.05769,0.14545,0.015,76,76,76,0,0,1,-30,30
122,123,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
123,167,0.04702,0.07851,0.00808,69,69,69,0,0,1,-30,30
124,125,0.00361,0.01166,0.0012,114,114,114,0,0,1,-30,30
125,151,0.06898,0.12121,0.01145,78,78,78,0,0,1,-30,30
126,144,0.01322,0.03306,0.00327,69,69,69,0,0,1,-30,30
127,128,0.00661,0.01372,0.00133,102,102,102,0,0,1,-30,30
127,141,0.03545,0.08736,0.00882,101,101,101,0,0,1,-30,30
128,132,0.00785,0.01983,0.00203,102,102,102,0,0,1,-30,30
130,160,0.03678,0.09347,0.00949,120,120,120,0,0,1,-30,30
132,133,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
132,145,0.00926,0.0238,0.00242,69,69,69,0,0,1,-30,30
133,135,0.00826,0.02628,0.00286,120,120,120,0,0,1,-30,30
133,139,0.0162,0.0338,0.00351,78,78,78,0,0,1,-30,30
134,148,0.02901,0.09438,0.00966,123,123,123,0,0,1,-30,30
134,156,0.03058,0.05372,0.00508,78,78,78,0,0,1,-30,30
136,138,0.02479,0.08,0.00823,123,123,123,0,0,1,-30,30
136,2937,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
137,140,0.02231,0.05702,0.00576,102,102,102,0,0,1,-30,30
139,140,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
139,149,0.00942,0.03066,0.00315,76,76,76,0,0,1,-30,30
139,167,0.06223,0.10413,0.01072,69,69,69,0,0,1,-30,30
140,145,0.01033,0.02653,0.00269,69,69,69,0,0,1,-30,30
142,148,0.02781,0.08994,0.01845,123,123,123,0,0,1,-30,30
143,153,0.00207,0.00727,0.0007,123,123,123,0,0,1,-30,30
148,149,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
157,158,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
157,161,0.01504,0.04132,0.00426,122,122,122,0,0,1,-30,30
157,165,0.00496,0.00744,0.00073,114,114,114,0,0,1,-30,30
157,165,0.00496,0.00744,0.00073,114,114,114,0,0,1,-30,30
158,160,0.01843,0.06,0.00615,137,137,137,0,0,1,-30,30
159,161,0.00934,0.01653,0.00174,122,122,122,0,0,1,-30,30
159,1136,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
160,3294,0.0001,0.01,0,83.7,98.6,125.55,0,0,1,-30,30
162,163,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
165,166,8e-05,0.00083,0,438,438,438,0,0,1,-30,30
169,170,0.00057,0.05251,0,397.35,476.82,715.23,1.01,0,1,-30,30
169,195,1e-05,0.00014,0.0717,387.41,464.89,697.33,0,0,1,-30,30
171,172,0.00167,0.07167,0,297.02,356.43,534.64,1.0091,0,1,-30,30
171,195,0.00039,0.00689,0.2687,1756.03,2107.24,3160.85,0,0,1,-30,30
171,3706,0.0001,0.01,0,659.24,791.09,988.86,0,0,1,-30,30
173,201,0.00113,0.0121,0.4573,1584.11,1900.94,2851.41,0,0,1,-30,30
173,4344,0.0001,0.01,0,788.67,946.4,1183,0,0,1,-30,30
174,175,0.00167,0.071,0,318.79,382.55,573.82,1.01,0,1,-30,30
174,176,0.00127,0.0639,0,320.36,384.43,576.65,1.01,0,1,-30,30
174,177,0.00167,0.07139,0,318.74,382.49,573.74,1.01,0,1,-30,30
174,178,0.00098,0.04423,0,423.97,508.77,763.15,1.01,0,1,-30,30
174,211,0.00025,0.00388,0.1586,822.29,986.75,1233.43,0,0,1,-30,30
174,214,6e-05,0.00088,0.0358,1385.97,1663.17,2078.96,0,0,1,-30,30
239,174,0.0017,0.08773,0,203.38,244.05,366.08,1.01,0,1,-30,30
252,174,0.00138,0.07978,0,203.98,244.77,367.16,1.01,0,1,-30,30
179,180,0.00022,0.01963,0,462.76,555.31,832.97,1.01,0,1,-30,30
179,181,0.00022,0.01968,0,462.57,555.08,832.62,1.01,0,1,-30,30
179,211,0.00119,0.01854,0.7567,290.47,348.56,435.7,0,0,1,-30,30
179,219,0.00046,0.00708,0.2889,476.17,571.41,857.11,0,0,1,-30,30
179,219,0.00046,0.00708,0.2889,476.17,571.41,857.11,0,0,1,-30,30
179,221,0.00177,0.01948,0.6682,245.79,294.95,442.43,0,0,1,-30,30
244,179,0.00104,0.07958,0,24.31,29.17,36.46,0.99,0,1,-30,30
244,179,0.00104,0.07958,0,25.11,30.13,37.66,0.99,0,1,-30,30
245,179,0.00104,0.07958,0,25.34,30.41,38.02,0.99,0,1,-30,30
245,179,0.00104,0.07958,0,25.4,30.48,38.1,0.99,0,1,-30,30
182,183,0.00073,0.02693,0,416.22,499.47,749.2,1.01,0,1,-30,30
182,184,0.00075,0.02713,0,415.79,498.95,748.42,1.01,0,1,-30,30
182,185,0.00072,0.02725,0,415.83,499,748.5,1.01,0,1,-30,30
182,186,0.00073,0.02713,0,415.93,499.12,748.68,1.01,0,1,-30,30
182,191,0.00076,0.01428,0.5885,1041.64,1249.97,1562.47,0,0,1,-30,30
182,195,0.0003,0.00469,0.1916,3096.98,3716.37,4645.47,0,0,1,-30,30
182,199,0.0003,0.00469,0.1915,775.21,930.25,1162.82,0,0,1,-30,30
182,200,0.00026,0.00279,0.1369,2125.39,2550.47,3825.7,0,0,1,-30,30
182,202,0.00231,0.02517,0.8403,1178.04,1413.65,2120.48,0,0,1,-30,30
182,208,0.00091,0.01707,0.7148,894.6,1073.52,1610.28,0,0,1,-30,30
251,182,0.00174,0.08498,0,287.14,344.57,430.71,1.01,0,1,-30,30
251,182,0.00176,0.08498,0,287.46,344.95,431.19,1.01,0,1,-30,30
187,188,0.00058,0.04417,0,413.27,495.92,743.88,1.01,0,1,-30,30
187,189,0.00058,0.04417,0,413.27,495.92,743.88,1.01,0,1,-30,30
187,190,0.00058,0.04417,0,413.27,495.92,743.88,1.01,0,1,-30,30
187,208,8e-05,0.00074,0.0226,1201.19,1441.43,2162.15,0,0,1,-30,30
191,192,0.00089,0.04754,0,404.88,485.85,728.78,1.0099,0,1,-30,30
191,193,0.00089,0.04754,0,404.88,485.85,728.78,1.0099,0,1,-30,30
191,194,0.00082,0.03506,0,409.32,491.18,736.77,1.01,0,1,-30,30
191,208,0.00027,0.00494,0.1976,1672.57,2007.09,3010.63,0,0,1,-30,30
195,198,9e-05,0.00132,0.0539,994.76,1193.71,1790.57,0,0,1,-30,30
228,195,0.0011,0.08328,0,383.62,460.35,575.43,0.993,0,1,-30,30
196,197,0.00053,0.00758,0.2967,605.03,726.04,1089.06,0,0,1,-30,30
226,196,0.00015,0.0161,0,260,312,390,1,0,1,-30,30
196,3709,0.0001,0.01,0,654.72,785.67,982.09,0,0,1,-30,30
197,199,0.00019,0.00199,0.2622,781.94,938.32,1172.9,0,0,1,-30,30
197,2746,0.0001,0.01,0,502.68,603.22,754.02,0,0,1,-30,30
198,1219,0.0001,0.01,0,852,1022.4,1278,0,0,1,-30,30
200,201,1e-05,0.003,0.89999,1584.11,1900.94,2851.41,0,0,1,-30,30
225,200,0.00019,0.01573,0,370.07,444.09,666.13,1,0,1,-30,30
227,200,0.00033,0.0238,0,333.12,399.74,499.67,1,0,1,-30,30
202,203,0.00178,0.01904,0.627,1215.8,1458.96,2188.43,0,0,1,-30,30
202,204,0.00069,0.0074,0.2435,865.83,1038.99,1558.49,0,0,1,-30,30
202,205,0.00069,0.00743,0.2447,979.77,1175.73,1763.59,0,0,1,-30,30
229,202,0.00159,0.08249,0,212.55,255.06,318.83,1.01,0,1,-30,30
229,202,0.00159,0.08374,0,209.38,251.26,314.07,1.01,0,1,-30,30
230,202,0.00158,0.08353,0,238.55,286.26,357.83,1.01,0,1,-30,30
230,202,0.00159,0.07965,0,250.17,300.2,375.25,1.01,0,1,-30,30
203,4340,0.0001,0.01,0,473.31,567.98,709.97,0,0,1,-30,30
204,207,0.00016,0.00245,0.1002,1487.09,1784.51,2676.76,0,0,1,-30,30
204,209,0.00019,0.00302,0.1232,1991.94,2390.33,3585.49,0,0,1,-30,30
204,212,0.00073,0.0067,0.2052,954.48,1145.38,1718.06,0,0,1,-30,30
240,204,0.00157,0.08207,0,396.74,476.08,595.1,1.01,0,1,-30,30
241,204,0.00168,0.08127,0,396.61,475.93,594.91,1.01,0,1,-30,30
205,211,0.00048,0.00745,0.3041,1187.17,1424.6,1780.76,0,0,1,-30,30
205,213,0.00073,0.00668,0.2046,643.54,772.25,1158.38,0,0,1,-30,30
205,217,0.00016,0.00245,0.1002,728.73,874.48,1311.72,0,0,1,-30,30
240,205,0.00169,0.08244,0,396.29,475.55,594.43,1.01,0,1,-30,30
241,205,0.00162,0.08132,0,395.47,474.56,593.2,1.01,0,1,-30,30
206,209,0.00039,0.00606,0.2474,1344.54,1613.44,2420.16,0,0,1,-30,30
206,209,0.00039,0.00606,0.2474,1344.54,1613.44,2420.16,0,0,1,-30,30
206,4326,0.0001,0.01,0,619.09,742.91,928.64,0,0,1,-30,30
208,210,0.00045,0.00844,0.3562,1164.36,1397.23,2095.84,0,0,1,-30,30
208,210,0.00044,0.00839,0.3539,1171.37,1405.64,2108.46,0,0,1,-30,30
208,221,0.00169,0.01591,0.4448,693.48,832.18,1248.27,0,0,1,-30,30
208,221,0.00169,0.01591,0.4448,693.48,832.18,1248.27,0,0,1,-30,30
242,208,0.00147,0.08332,0,142.34,170.81,213.51,1.01,0,1,-30,30
248,208,0.00173,0.08411,0,188.24,225.89,282.37,1.01,0,1,-30,30
249,208,0.00178,0.08594,0,260,312,390,0.99,0,1,-30,30
250,208,0.00163,0.0829,0,76.41,91.7,114.62,1.01,0,1,-30,30
209,211,0.00029,0.00446,0.1819,1063,1275.6,1594.5,0,0,1,-30,30
243,209,0.00163,0.08332,0,179.94,215.93,323.89,1.01,0,1,-30,30
243,209,0.00162,0.08148,0,184.01,220.81,331.22,1.01,0,1,-30,30
210,211,0.00037,0.00697,0.294,1015.44,1218.53,1827.79,0,0,1,-30,30
210,211,0.00037,0.007,0.2955,1011.09,1213.31,1819.96,0,0,1,-30,30
232,210,0.00146,0.08204,0,291.06,349.27,436.59,1.01,0,1,-30,30
232,210,0.00163,0.08115,0,290.98,349.18,436.47,1.01,0,1,-30,30
254,210,0.00138,0.07991,0,1.55,1.86,2.32,0.99,0,1,-30,30
211,215,0.00025,0.00381,0.1556,827.13,992.55,1488.83,0,0,1,-30,30
211,222,0.0007,0.01089,0.4446,1058.25,1269.89,1587.37,0,0,1,-30,30
234,211,0.00179,0.08623,0,163.87,196.65,294.97,1.01,0,1,-30,30
235,211,0.00177,0.08665,0,163.29,195.95,293.93,1.01,0,1,-30,30
211,246,0.00281,0.10109,0,260,312,390,0,0,1,-30,30
211,247,0.00276,0.10036,0,260,312,390,0,0,1,-30,30
212,4324,0.0001,0.01,0,726.44,871.73,1089.66,0,0,1,-30,30
214,4343,0.0001,0.01,0,872.57,1047.08,1308.85,0,0,1,-30,30
215,216,6e-05,0.00093,0.0382,826.7,992.04,1488.06,0,0,1,-30,30
253,215,0.00136,0.08795,0,1.37,1.64,2.06,0.99,0,1,-30,30
216,4323,0.0001,0.01,0,688.76,826.51,1033.13,0,0,1,-30,30
218,219,0.00051,0.00798,0.3259,804.85,965.82,1207.28,0,0,1,-30,30
218,220,0.00035,0.00551,0.2249,657.76,789.31,986.64,0,0,1,-30,30
233,218,0.00142,0.08274,0,157.86,189.44,284.15,1.01,0,1,-30,30
219,221,0.00132,0.01238,0.3656,591.17,709.4,1064.11,0,0,1,-30,30
231,219,0.0016,0.08403,0,283.33,340,510,1.01,0,1,-30,30
231,219,0.00159,0.08424,0,282.64,339.16,508.74,1.01,0,1,-30,30
231,219,0.00166,0.08348,0,285.21,342.26,513.39,1.01,0,1,-30,30
231,219,0.00165,0.08328,0,285.88,343.06,514.59,1.01,0,1,-30,30
220,222,0.00035,0.00551,0.2249,890.16,1068.19,1335.24,0,0,1,-30,30
236,220,0.00174,0.07736,0,177.51,213.02,319.53,1.01,0,1,-30,30
237,220,0.00174,0.07769,0,187.49,224.99,337.49,1.01,0,1,-30,30
238,220,0.00165,0.07902,0,210.55,252.66,378.99,1.01,0,1,-30,30
310,220,0.00139,0.07915,0,260,312,390,0.99,0,1,-30,30
220,3699,0.0001,0.01,0,994.08,1192.9,1491.12,0,0,1,-30,30
255,221,0.00111,0.08353,0,217.73,261.27,326.59,1,0,1,-30,30
255,221,0.0015,0.0804,0,226.18,271.42,339.28,1,0,1,-30,30
255,221,0.001,0.07999,0,227.37,272.84,341.05,1,0,1,-30,30
255,221,0.00126,0.08445,0,215.35,258.42,323.03,1,0,1,-30,30
233,222,0.00139,0.07915,0,166.95,200.34,300.5,1.01,0,1,-30,30
223,225,0.00547,0.02084,0.1466,507.01,608.42,760.52,0,0,1,-30,30
223,1227,0.0001,0.01,0,577.97,693.56,866.95,0,0,1,-30,30
224,225,0.00099,0.01535,0.1399,399.87,479.85,599.81,0,0,1,-30,30
224,225,0.00099,0.01532,0.1396,399.87,479.85,599.81,0,0,1,-30,30
225,227,0.00012,0.01012,0,328.66,394.39,492.99,0,0,1,-30,30
228,3014,0.0001,0.01,0,208.68,250.42,313.02,0,0,1,-30,30
229,1281,0.0001,0.01,0,212.54,255.05,318.81,0,0,1,-30,30
230,3374,0.0001,0.01,0,114.36,137.23,171.54,0,0,1,-30,30
233,236,0.0573,1.15576,0,260,312,390,0,0,1,-30,30
233,236,0.01791,0.03985,0,97.98,117.58,146.98,0,0,1,-30,30
234,243,0,0.035,0,151.89,182.27,227.84,0,0,1,-30,30
235,243,0,0.035,0,151.88,182.25,227.81,0,0,1,-30,30
236,237,0,0.069,0,103.48,124.17,155.21,0,0,1,-30,30
236,237,0.02043,0.38678,0,260,312,390,0,0,1,-30,30
236,238,0.03358,0.91792,0,260,312,390,0,0,1,-30,30
236,238,0.00365,0.3628,0.226,57.47,68.97,86.21,0,0,1,-30,30
237,256,0,0.06559,0,136.61,163.94,204.92,0,0,1,-30,30
238,256,0,0.06563,0,133.46,160.15,200.19,0,0,1,-30,30
242,248,0,0.12,0,50.87,61.04,76.3,0,0,1,-30,30
242,261,0.00743,0.02848,0.00643,54.97,65.96,98.94,0,0,1,-30,30
242,264,0.00351,0.01692,0.01859,218.46,262.15,327.69,0,0,1,-30,30
242,274,0.01387,0.06775,0,198.99,238.79,358.18,0,0,1,-30,30
242,281,0.0239,0.05261,0.03415,83.32,99.98,124.98,0,0,1,-30,30
242,287,0.03468,0.077,0.02397,260,312,390,0,0,1,-30,30
